"","tool","run","parameter","moment","value"
"9060","nm7","0171","cov","status","-1"
"9061","nm7","0171","prob","text","0171 phase1 2 CMT like 1004 but diff. initial on V3"
"9062","nm7","0171","min","status","0"
"9063","nm7","0171","data","filename","../../1005bootdata/0171.csv"
"9064","nm7","0172","ofv","minimum","1960.92287117222"
"9065","nm7","0172","THETA1","estimate","7.85573"
"9066","nm7","0172","THETA1","prse",NA
"9067","nm7","0172","THETA1","se",NA
"9068","nm7","0172","THETA2","estimate","23.1063"
"9069","nm7","0172","THETA2","prse",NA
"9070","nm7","0172","THETA2","se",NA
"9071","nm7","0172","THETA3","estimate","0.0749116"
"9072","nm7","0172","THETA3","prse",NA
"9073","nm7","0172","THETA3","se",NA
"9074","nm7","0172","THETA4","estimate","4.14331"
"9075","nm7","0172","THETA4","prse",NA
"9076","nm7","0172","THETA4","se",NA
"9077","nm7","0172","THETA5","estimate","108.098"
"9078","nm7","0172","THETA5","prse",NA
"9079","nm7","0172","THETA5","se",NA
"9080","nm7","0172","THETA6","estimate","1.19437"
"9081","nm7","0172","THETA6","prse",NA
"9082","nm7","0172","THETA6","se",NA
"9083","nm7","0172","THETA7","estimate","1.79685"
"9084","nm7","0172","THETA7","prse",NA
"9085","nm7","0172","THETA7","se",NA
"9086","nm7","0172","OMEGA1.1","estimate","0.179209"
"9087","nm7","0172","OMEGA1.1","prse",NA
"9088","nm7","0172","OMEGA1.1","se",NA
"9089","nm7","0172","OMEGA2.1","estimate","0.0888071"
"9090","nm7","0172","OMEGA2.1","prse",NA
"9091","nm7","0172","OMEGA2.1","se",NA
"9092","nm7","0172","OMEGA2.2","estimate","0.0835063"
"9093","nm7","0172","OMEGA2.2","prse",NA
"9094","nm7","0172","OMEGA2.2","se",NA
"9095","nm7","0172","OMEGA3.1","estimate","-0.0233529"
"9096","nm7","0172","OMEGA3.1","prse",NA
"9097","nm7","0172","OMEGA3.1","se",NA
"9098","nm7","0172","OMEGA3.2","estimate","-0.0528072"
"9099","nm7","0172","OMEGA3.2","prse",NA
"9100","nm7","0172","OMEGA3.2","se",NA
"9101","nm7","0172","OMEGA3.3","estimate","0.0461009"
"9102","nm7","0172","OMEGA3.3","prse",NA
"9103","nm7","0172","OMEGA3.3","se",NA
"9104","nm7","0172","SIGMA1.1","estimate","0.0565829"
"9105","nm7","0172","SIGMA1.1","prse",NA
"9106","nm7","0172","SIGMA1.1","se",NA
"9107","nm7","0172","SIGMA2.1","estimate","0"
"9108","nm7","0172","SIGMA2.1","prse",NA
"9109","nm7","0172","SIGMA2.1","se",NA
"9110","nm7","0172","SIGMA2.2","estimate","0.185524"
"9111","nm7","0172","SIGMA2.2","prse",NA
"9112","nm7","0172","SIGMA2.2","se",NA
"9113","nm7","0172","cov","status","-1"
"9114","nm7","0172","prob","text","0172 phase1 2 CMT like 1004 but diff. initial on V3"
"9115","nm7","0172","min","status","0"
"9116","nm7","0172","data","filename","../../1005bootdata/0172.csv"
"9117","nm7","0173","ofv","minimum","2331.97415710974"
"9118","nm7","0173","THETA1","estimate","9.33422"
"9119","nm7","0173","THETA1","prse",NA
"9120","nm7","0173","THETA1","se",NA
"9121","nm7","0173","THETA2","estimate","25.2837"
"9122","nm7","0173","THETA2","prse",NA
"9123","nm7","0173","THETA2","se",NA
"9124","nm7","0173","THETA3","estimate","0.075962"
"9125","nm7","0173","THETA3","prse",NA
"9126","nm7","0173","THETA3","se",NA
"9127","nm7","0173","THETA4","estimate","4.06884"
"9128","nm7","0173","THETA4","prse",NA
"9129","nm7","0173","THETA4","se",NA
"9130","nm7","0173","THETA5","estimate","95.745"
"9131","nm7","0173","THETA5","prse",NA
"9132","nm7","0173","THETA5","se",NA
"9133","nm7","0173","THETA6","estimate","0.999048"
"9134","nm7","0173","THETA6","prse",NA
"9135","nm7","0173","THETA6","se",NA
"9136","nm7","0173","THETA7","estimate","1.80799"
"9137","nm7","0173","THETA7","prse",NA
"9138","nm7","0173","THETA7","se",NA
"9139","nm7","0173","OMEGA1.1","estimate","0.182982"
"9140","nm7","0173","OMEGA1.1","prse",NA
"9141","nm7","0173","OMEGA1.1","se",NA
"9142","nm7","0173","OMEGA2.1","estimate","0.043756"
"9143","nm7","0173","OMEGA2.1","prse",NA
"9144","nm7","0173","OMEGA2.1","se",NA
"9145","nm7","0173","OMEGA2.2","estimate","0.0323011"
"9146","nm7","0173","OMEGA2.2","prse",NA
"9147","nm7","0173","OMEGA2.2","se",NA
"9148","nm7","0173","OMEGA3.1","estimate","-0.0220733"
"9149","nm7","0173","OMEGA3.1","prse",NA
"9150","nm7","0173","OMEGA3.1","se",NA
"9151","nm7","0173","OMEGA3.2","estimate","-0.0363111"
"9152","nm7","0173","OMEGA3.2","prse",NA
"9153","nm7","0173","OMEGA3.2","se",NA
"9154","nm7","0173","OMEGA3.3","estimate","0.0467719"
"9155","nm7","0173","OMEGA3.3","prse",NA
"9156","nm7","0173","OMEGA3.3","se",NA
"9157","nm7","0173","SIGMA1.1","estimate","0.0525522"
"9158","nm7","0173","SIGMA1.1","prse",NA
"9159","nm7","0173","SIGMA1.1","se",NA
"9160","nm7","0173","SIGMA2.1","estimate","0"
"9161","nm7","0173","SIGMA2.1","prse",NA
"9162","nm7","0173","SIGMA2.1","se",NA
"9163","nm7","0173","SIGMA2.2","estimate","0.261093"
"9164","nm7","0173","SIGMA2.2","prse",NA
"9165","nm7","0173","SIGMA2.2","se",NA
"9166","nm7","0173","cov","status","-1"
"9167","nm7","0173","prob","text","0173 phase1 2 CMT like 1004 but diff. initial on V3"
"9168","nm7","0173","min","status","0"
"9169","nm7","0173","data","filename","../../1005bootdata/0173.csv"
"9170","nm7","0174","ofv","minimum","2558.50750317432"
"9171","nm7","0174","THETA1","estimate","8.34086"
"9172","nm7","0174","THETA1","prse",NA
"9173","nm7","0174","THETA1","se",NA
"9174","nm7","0174","THETA2","estimate","22.9965"
"9175","nm7","0174","THETA2","prse",NA
"9176","nm7","0174","THETA2","se",NA
"9177","nm7","0174","THETA3","estimate","0.0748821"
"9178","nm7","0174","THETA3","prse",NA
"9179","nm7","0174","THETA3","se",NA
"9180","nm7","0174","THETA4","estimate","3.69258"
"9181","nm7","0174","THETA4","prse",NA
"9182","nm7","0174","THETA4","se",NA
"9183","nm7","0174","THETA5","estimate","129.282"
"9184","nm7","0174","THETA5","prse",NA
"9185","nm7","0174","THETA5","se",NA
"9186","nm7","0174","THETA6","estimate","0.992342"
"9187","nm7","0174","THETA6","prse",NA
"9188","nm7","0174","THETA6","se",NA
"9189","nm7","0174","THETA7","estimate","1.99366"
"9190","nm7","0174","THETA7","prse",NA
"9191","nm7","0174","THETA7","se",NA
"9192","nm7","0174","OMEGA1.1","estimate","0.156354"
"9193","nm7","0174","OMEGA1.1","prse",NA
"9194","nm7","0174","OMEGA1.1","se",NA
"9195","nm7","0174","OMEGA2.1","estimate","0.108755"
"9196","nm7","0174","OMEGA2.1","prse",NA
"9197","nm7","0174","OMEGA2.1","se",NA
"9198","nm7","0174","OMEGA2.2","estimate","0.100691"
"9199","nm7","0174","OMEGA2.2","prse",NA
"9200","nm7","0174","OMEGA2.2","se",NA
"9201","nm7","0174","OMEGA3.1","estimate","-0.00844895"
"9202","nm7","0174","OMEGA3.1","prse",NA
"9203","nm7","0174","OMEGA3.1","se",NA
"9204","nm7","0174","OMEGA3.2","estimate","-0.0437119"
"9205","nm7","0174","OMEGA3.2","prse",NA
"9206","nm7","0174","OMEGA3.2","se",NA
"9207","nm7","0174","OMEGA3.3","estimate","0.0576253"
"9208","nm7","0174","OMEGA3.3","prse",NA
"9209","nm7","0174","OMEGA3.3","se",NA
"9210","nm7","0174","SIGMA1.1","estimate","0.0536132"
"9211","nm7","0174","SIGMA1.1","prse",NA
"9212","nm7","0174","SIGMA1.1","se",NA
"9213","nm7","0174","SIGMA2.1","estimate","0"
"9214","nm7","0174","SIGMA2.1","prse",NA
"9215","nm7","0174","SIGMA2.1","se",NA
"9216","nm7","0174","SIGMA2.2","estimate","0.142544"
"9217","nm7","0174","SIGMA2.2","prse",NA
"9218","nm7","0174","SIGMA2.2","se",NA
"9219","nm7","0174","cov","status","-1"
"9220","nm7","0174","prob","text","0174 phase1 2 CMT like 1004 but diff. initial on V3"
"9221","nm7","0174","min","status","0"
"9222","nm7","0174","data","filename","../../1005bootdata/0174.csv"
"9223","nm7","0175","ofv","minimum","3021.02196086141"
"9224","nm7","0175","THETA1","estimate","9.971"
"9225","nm7","0175","THETA1","prse",NA
"9226","nm7","0175","THETA1","se",NA
"9227","nm7","0175","THETA2","estimate","27.5918"
"9228","nm7","0175","THETA2","prse",NA
"9229","nm7","0175","THETA2","se",NA
"9230","nm7","0175","THETA3","estimate","0.0717715"
"9231","nm7","0175","THETA3","prse",NA
"9232","nm7","0175","THETA3","se",NA
"9233","nm7","0175","THETA4","estimate","4.14991"
"9234","nm7","0175","THETA4","prse",NA
"9235","nm7","0175","THETA4","se",NA
"9236","nm7","0175","THETA5","estimate","107.378"
"9237","nm7","0175","THETA5","prse",NA
"9238","nm7","0175","THETA5","se",NA
"9239","nm7","0175","THETA6","estimate","0.988142"
"9240","nm7","0175","THETA6","prse",NA
"9241","nm7","0175","THETA6","se",NA
"9242","nm7","0175","THETA7","estimate","1.44458"
"9243","nm7","0175","THETA7","prse",NA
"9244","nm7","0175","THETA7","se",NA
"9245","nm7","0175","OMEGA1.1","estimate","0.213161"
"9246","nm7","0175","OMEGA1.1","prse",NA
"9247","nm7","0175","OMEGA1.1","se",NA
"9248","nm7","0175","OMEGA2.1","estimate","0.0888473"
"9249","nm7","0175","OMEGA2.1","prse",NA
"9250","nm7","0175","OMEGA2.1","se",NA
"9251","nm7","0175","OMEGA2.2","estimate","0.0676626"
"9252","nm7","0175","OMEGA2.2","prse",NA
"9253","nm7","0175","OMEGA2.2","se",NA
"9254","nm7","0175","OMEGA3.1","estimate","-0.0272006"
"9255","nm7","0175","OMEGA3.1","prse",NA
"9256","nm7","0175","OMEGA3.1","se",NA
"9257","nm7","0175","OMEGA3.2","estimate","-0.0455575"
"9258","nm7","0175","OMEGA3.2","prse",NA
"9259","nm7","0175","OMEGA3.2","se",NA
"9260","nm7","0175","OMEGA3.3","estimate","0.0417113"
"9261","nm7","0175","OMEGA3.3","prse",NA
"9262","nm7","0175","OMEGA3.3","se",NA
"9263","nm7","0175","SIGMA1.1","estimate","0.0505453"
"9264","nm7","0175","SIGMA1.1","prse",NA
"9265","nm7","0175","SIGMA1.1","se",NA
"9266","nm7","0175","SIGMA2.1","estimate","0"
"9267","nm7","0175","SIGMA2.1","prse",NA
"9268","nm7","0175","SIGMA2.1","se",NA
"9269","nm7","0175","SIGMA2.2","estimate","0.36783"
"9270","nm7","0175","SIGMA2.2","prse",NA
"9271","nm7","0175","SIGMA2.2","se",NA
"9272","nm7","0175","cov","status","-1"
"9273","nm7","0175","prob","text","0175 phase1 2 CMT like 1004 but diff. initial on V3"
"9274","nm7","0175","min","status","0"
"9275","nm7","0175","data","filename","../../1005bootdata/0175.csv"
"9276","nm7","0176","ofv","minimum","2279.81499832713"
"9277","nm7","0176","THETA1","estimate","8.36018"
"9278","nm7","0176","THETA1","prse",NA
"9279","nm7","0176","THETA1","se",NA
"9280","nm7","0176","THETA2","estimate","23.6531"
"9281","nm7","0176","THETA2","prse",NA
"9282","nm7","0176","THETA2","se",NA
"9283","nm7","0176","THETA3","estimate","0.0641826"
"9284","nm7","0176","THETA3","prse",NA
"9285","nm7","0176","THETA3","se",NA
"9286","nm7","0176","THETA4","estimate","3.8428"
"9287","nm7","0176","THETA4","prse",NA
"9288","nm7","0176","THETA4","se",NA
"9289","nm7","0176","THETA5","estimate","176.912"
"9290","nm7","0176","THETA5","prse",NA
"9291","nm7","0176","THETA5","se",NA
"9292","nm7","0176","THETA6","estimate","0.953883"
"9293","nm7","0176","THETA6","prse",NA
"9294","nm7","0176","THETA6","se",NA
"9295","nm7","0176","THETA7","estimate","1.92842"
"9296","nm7","0176","THETA7","prse",NA
"9297","nm7","0176","THETA7","se",NA
"9298","nm7","0176","OMEGA1.1","estimate","0.184693"
"9299","nm7","0176","OMEGA1.1","prse",NA
"9300","nm7","0176","OMEGA1.1","se",NA
"9301","nm7","0176","OMEGA2.1","estimate","0.109073"
"9302","nm7","0176","OMEGA2.1","prse",NA
"9303","nm7","0176","OMEGA2.1","se",NA
"9304","nm7","0176","OMEGA2.2","estimate","0.0924352"
"9305","nm7","0176","OMEGA2.2","prse",NA
"9306","nm7","0176","OMEGA2.2","se",NA
"9307","nm7","0176","OMEGA3.1","estimate","0.0282737"
"9308","nm7","0176","OMEGA3.1","prse",NA
"9309","nm7","0176","OMEGA3.1","se",NA
"9310","nm7","0176","OMEGA3.2","estimate","-0.0144904"
"9311","nm7","0176","OMEGA3.2","prse",NA
"9312","nm7","0176","OMEGA3.2","se",NA
"9313","nm7","0176","OMEGA3.3","estimate","0.0390517"
"9314","nm7","0176","OMEGA3.3","prse",NA
"9315","nm7","0176","OMEGA3.3","se",NA
"9316","nm7","0176","SIGMA1.1","estimate","0.0527613"
"9317","nm7","0176","SIGMA1.1","prse",NA
"9318","nm7","0176","SIGMA1.1","se",NA
"9319","nm7","0176","SIGMA2.1","estimate","0"
"9320","nm7","0176","SIGMA2.1","prse",NA
"9321","nm7","0176","SIGMA2.1","se",NA
"9322","nm7","0176","SIGMA2.2","estimate","0.189795"
"9323","nm7","0176","SIGMA2.2","prse",NA
"9324","nm7","0176","SIGMA2.2","se",NA
"9325","nm7","0176","cov","status","-1"
"9326","nm7","0176","prob","text","0176 phase1 2 CMT like 1004 but diff. initial on V3"
"9327","nm7","0176","min","status","0"
"9328","nm7","0176","data","filename","../../1005bootdata/0176.csv"
"9329","nm7","0177","ofv","minimum","2416.67631620238"
"9330","nm7","0177","THETA1","estimate","8.63193"
"9331","nm7","0177","THETA1","prse",NA
"9332","nm7","0177","THETA1","se",NA
"9333","nm7","0177","THETA2","estimate","24.9358"
"9334","nm7","0177","THETA2","prse",NA
"9335","nm7","0177","THETA2","se",NA
"9336","nm7","0177","THETA3","estimate","0.07502"
"9337","nm7","0177","THETA3","prse",NA
"9338","nm7","0177","THETA3","se",NA
"9339","nm7","0177","THETA4","estimate","4.35846"
"9340","nm7","0177","THETA4","prse",NA
"9341","nm7","0177","THETA4","se",NA
"9342","nm7","0177","THETA5","estimate","148.731"
"9343","nm7","0177","THETA5","prse",NA
"9344","nm7","0177","THETA5","se",NA
"9345","nm7","0177","THETA6","estimate","1.10334"
"9346","nm7","0177","THETA6","prse",NA
"9347","nm7","0177","THETA6","se",NA
"9348","nm7","0177","THETA7","estimate","1.30134"
"9349","nm7","0177","THETA7","prse",NA
"9350","nm7","0177","THETA7","se",NA
"9351","nm7","0177","OMEGA1.1","estimate","0.270078"
"9352","nm7","0177","OMEGA1.1","prse",NA
"9353","nm7","0177","OMEGA1.1","se",NA
"9354","nm7","0177","OMEGA2.1","estimate","0.129467"
"9355","nm7","0177","OMEGA2.1","prse",NA
"9356","nm7","0177","OMEGA2.1","se",NA
"9357","nm7","0177","OMEGA2.2","estimate","0.0996283"
"9358","nm7","0177","OMEGA2.2","prse",NA
"9359","nm7","0177","OMEGA2.2","se",NA
"9360","nm7","0177","OMEGA3.1","estimate","-0.00760703"
"9361","nm7","0177","OMEGA3.1","prse",NA
"9362","nm7","0177","OMEGA3.1","se",NA
"9363","nm7","0177","OMEGA3.2","estimate","-0.0198483"
"9364","nm7","0177","OMEGA3.2","prse",NA
"9365","nm7","0177","OMEGA3.2","se",NA
"9366","nm7","0177","OMEGA3.3","estimate","0.0612842"
"9367","nm7","0177","OMEGA3.3","prse",NA
"9368","nm7","0177","OMEGA3.3","se",NA
"9369","nm7","0177","SIGMA1.1","estimate","0.0521489"
"9370","nm7","0177","SIGMA1.1","prse",NA
"9371","nm7","0177","SIGMA1.1","se",NA
"9372","nm7","0177","SIGMA2.1","estimate","0"
"9373","nm7","0177","SIGMA2.1","prse",NA
"9374","nm7","0177","SIGMA2.1","se",NA
"9375","nm7","0177","SIGMA2.2","estimate","0.130582"
"9376","nm7","0177","SIGMA2.2","prse",NA
"9377","nm7","0177","SIGMA2.2","se",NA
"9378","nm7","0177","cov","status","-1"
"9379","nm7","0177","prob","text","0177 phase1 2 CMT like 1004 but diff. initial on V3"
"9380","nm7","0177","min","status","0"
"9381","nm7","0177","data","filename","../../1005bootdata/0177.csv"
"9382","nm7","0178","ofv","minimum","2743.36530628923"
"9383","nm7","0178","THETA1","estimate","9.18988"
"9384","nm7","0178","THETA1","prse",NA
"9385","nm7","0178","THETA1","se",NA
"9386","nm7","0178","THETA2","estimate","20.9904"
"9387","nm7","0178","THETA2","prse",NA
"9388","nm7","0178","THETA2","se",NA
"9389","nm7","0178","THETA3","estimate","0.0679209"
"9390","nm7","0178","THETA3","prse",NA
"9391","nm7","0178","THETA3","se",NA
"9392","nm7","0178","THETA4","estimate","3.30822"
"9393","nm7","0178","THETA4","prse",NA
"9394","nm7","0178","THETA4","se",NA
"9395","nm7","0178","THETA5","estimate","90.499"
"9396","nm7","0178","THETA5","prse",NA
"9397","nm7","0178","THETA5","se",NA
"9398","nm7","0178","THETA6","estimate","0.963116"
"9399","nm7","0178","THETA6","prse",NA
"9400","nm7","0178","THETA6","se",NA
"9401","nm7","0178","THETA7","estimate","1.4766"
"9402","nm7","0178","THETA7","prse",NA
"9403","nm7","0178","THETA7","se",NA
"9404","nm7","0178","OMEGA1.1","estimate","0.200297"
"9405","nm7","0178","OMEGA1.1","prse",NA
"9406","nm7","0178","OMEGA1.1","se",NA
"9407","nm7","0178","OMEGA2.1","estimate","0.124011"
"9408","nm7","0178","OMEGA2.1","prse",NA
"9409","nm7","0178","OMEGA2.1","se",NA
"9410","nm7","0178","OMEGA2.2","estimate","0.130628"
"9411","nm7","0178","OMEGA2.2","prse",NA
"9412","nm7","0178","OMEGA2.2","se",NA
"9413","nm7","0178","OMEGA3.1","estimate","0.0141876"
"9414","nm7","0178","OMEGA3.1","prse",NA
"9415","nm7","0178","OMEGA3.1","se",NA
"9416","nm7","0178","OMEGA3.2","estimate","-0.0382787"
"9417","nm7","0178","OMEGA3.2","prse",NA
"9418","nm7","0178","OMEGA3.2","se",NA
"9419","nm7","0178","OMEGA3.3","estimate","0.0421469"
"9420","nm7","0178","OMEGA3.3","prse",NA
"9421","nm7","0178","OMEGA3.3","se",NA
"9422","nm7","0178","SIGMA1.1","estimate","0.0488175"
"9423","nm7","0178","SIGMA1.1","prse",NA
"9424","nm7","0178","SIGMA1.1","se",NA
"9425","nm7","0178","SIGMA2.1","estimate","0"
"9426","nm7","0178","SIGMA2.1","prse",NA
"9427","nm7","0178","SIGMA2.1","se",NA
"9428","nm7","0178","SIGMA2.2","estimate","0.235409"
"9429","nm7","0178","SIGMA2.2","prse",NA
"9430","nm7","0178","SIGMA2.2","se",NA
"9431","nm7","0178","cov","status","-1"
"9432","nm7","0178","prob","text","0178 phase1 2 CMT like 1004 but diff. initial on V3"
"9433","nm7","0178","min","status","0"
"9434","nm7","0178","data","filename","../../1005bootdata/0178.csv"
"9435","nm7","0179","ofv","minimum","2024.48035394872"
"9436","nm7","0179","THETA1","estimate","8.54146"
"9437","nm7","0179","THETA1","prse",NA
"9438","nm7","0179","THETA1","se",NA
"9439","nm7","0179","THETA2","estimate","23.5436"
"9440","nm7","0179","THETA2","prse",NA
"9441","nm7","0179","THETA2","se",NA
"9442","nm7","0179","THETA3","estimate","0.0740154"
"9443","nm7","0179","THETA3","prse",NA
"9444","nm7","0179","THETA3","se",NA
"9445","nm7","0179","THETA4","estimate","3.32375"
"9446","nm7","0179","THETA4","prse",NA
"9447","nm7","0179","THETA4","se",NA
"9448","nm7","0179","THETA5","estimate","97.1684"
"9449","nm7","0179","THETA5","prse",NA
"9450","nm7","0179","THETA5","se",NA
"9451","nm7","0179","THETA6","estimate","1.11495"
"9452","nm7","0179","THETA6","prse",NA
"9453","nm7","0179","THETA6","se",NA
"9454","nm7","0179","THETA7","estimate","1.64828"
"9455","nm7","0179","THETA7","prse",NA
"9456","nm7","0179","THETA7","se",NA
"9457","nm7","0179","OMEGA1.1","estimate","0.0948191"
"9458","nm7","0179","OMEGA1.1","prse",NA
"9459","nm7","0179","OMEGA1.1","se",NA
"9460","nm7","0179","OMEGA2.1","estimate","0.0587984"
"9461","nm7","0179","OMEGA2.1","prse",NA
"9462","nm7","0179","OMEGA2.1","se",NA
"9463","nm7","0179","OMEGA2.2","estimate","0.0470838"
"9464","nm7","0179","OMEGA2.2","prse",NA
"9465","nm7","0179","OMEGA2.2","se",NA
"9466","nm7","0179","OMEGA3.1","estimate","-0.0244563"
"9467","nm7","0179","OMEGA3.1","prse",NA
"9468","nm7","0179","OMEGA3.1","se",NA
"9469","nm7","0179","OMEGA3.2","estimate","-0.0366547"
"9470","nm7","0179","OMEGA3.2","prse",NA
"9471","nm7","0179","OMEGA3.2","se",NA
"9472","nm7","0179","OMEGA3.3","estimate","0.0497903"
"9473","nm7","0179","OMEGA3.3","prse",NA
"9474","nm7","0179","OMEGA3.3","se",NA
"9475","nm7","0179","SIGMA1.1","estimate","0.0474054"
"9476","nm7","0179","SIGMA1.1","prse",NA
"9477","nm7","0179","SIGMA1.1","se",NA
"9478","nm7","0179","SIGMA2.1","estimate","0"
"9479","nm7","0179","SIGMA2.1","prse",NA
"9480","nm7","0179","SIGMA2.1","se",NA
"9481","nm7","0179","SIGMA2.2","estimate","0.218648"
"9482","nm7","0179","SIGMA2.2","prse",NA
"9483","nm7","0179","SIGMA2.2","se",NA
"9484","nm7","0179","cov","status","-1"
"9485","nm7","0179","prob","text","0179 phase1 2 CMT like 1004 but diff. initial on V3"
"9486","nm7","0179","min","status","0"
"9487","nm7","0179","data","filename","../../1005bootdata/0179.csv"
"9488","nm7","0180","ofv","minimum","2642.54281994641"
"9489","nm7","0180","THETA1","estimate","9.78026"
"9490","nm7","0180","THETA1","prse",NA
"9491","nm7","0180","THETA1","se",NA
"9492","nm7","0180","THETA2","estimate","21.203"
"9493","nm7","0180","THETA2","prse",NA
"9494","nm7","0180","THETA2","se",NA
"9495","nm7","0180","THETA3","estimate","0.0745801"
"9496","nm7","0180","THETA3","prse",NA
"9497","nm7","0180","THETA3","se",NA
"9498","nm7","0180","THETA4","estimate","3.35858"
"9499","nm7","0180","THETA4","prse",NA
"9500","nm7","0180","THETA4","se",NA
"9501","nm7","0180","THETA5","estimate","89.9535"
"9502","nm7","0180","THETA5","prse",NA
"9503","nm7","0180","THETA5","se",NA
"9504","nm7","0180","THETA6","estimate","0.997082"
"9505","nm7","0180","THETA6","prse",NA
"9506","nm7","0180","THETA6","se",NA
"9507","nm7","0180","THETA7","estimate","1.13261"
"9508","nm7","0180","THETA7","prse",NA
"9509","nm7","0180","THETA7","se",NA
"9510","nm7","0180","OMEGA1.1","estimate","0.24182"
"9511","nm7","0180","OMEGA1.1","prse",NA
"9512","nm7","0180","OMEGA1.1","se",NA
"9513","nm7","0180","OMEGA2.1","estimate","0.151269"
"9514","nm7","0180","OMEGA2.1","prse",NA
"9515","nm7","0180","OMEGA2.1","se",NA
"9516","nm7","0180","OMEGA2.2","estimate","0.114508"
"9517","nm7","0180","OMEGA2.2","prse",NA
"9518","nm7","0180","OMEGA2.2","se",NA
"9519","nm7","0180","OMEGA3.1","estimate","-0.00472419"
"9520","nm7","0180","OMEGA3.1","prse",NA
"9521","nm7","0180","OMEGA3.1","se",NA
"9522","nm7","0180","OMEGA3.2","estimate","-0.029383"
"9523","nm7","0180","OMEGA3.2","prse",NA
"9524","nm7","0180","OMEGA3.2","se",NA
"9525","nm7","0180","OMEGA3.3","estimate","0.0352301"
"9526","nm7","0180","OMEGA3.3","prse",NA
"9527","nm7","0180","OMEGA3.3","se",NA
"9528","nm7","0180","SIGMA1.1","estimate","0.0460938"
"9529","nm7","0180","SIGMA1.1","prse",NA
"9530","nm7","0180","SIGMA1.1","se",NA
"9531","nm7","0180","SIGMA2.1","estimate","0"
"9532","nm7","0180","SIGMA2.1","prse",NA
"9533","nm7","0180","SIGMA2.1","se",NA
"9534","nm7","0180","SIGMA2.2","estimate","0.422765"
"9535","nm7","0180","SIGMA2.2","prse",NA
"9536","nm7","0180","SIGMA2.2","se",NA
"9537","nm7","0180","cov","status","-1"
"9538","nm7","0180","prob","text","0180 phase1 2 CMT like 1004 but diff. initial on V3"
"9539","nm7","0180","min","status","0"
"9540","nm7","0180","data","filename","../../1005bootdata/0180.csv"
"9541","nm7","0181","ofv","minimum","2505.81141402124"
"9542","nm7","0181","THETA1","estimate","9.86039"
"9543","nm7","0181","THETA1","prse",NA
"9544","nm7","0181","THETA1","se",NA
"9545","nm7","0181","THETA2","estimate","19.9874"
"9546","nm7","0181","THETA2","prse",NA
"9547","nm7","0181","THETA2","se",NA
"9548","nm7","0181","THETA3","estimate","0.0672198"
"9549","nm7","0181","THETA3","prse",NA
"9550","nm7","0181","THETA3","se",NA
"9551","nm7","0181","THETA4","estimate","2.56959"
"9552","nm7","0181","THETA4","prse",NA
"9553","nm7","0181","THETA4","se",NA
"9554","nm7","0181","THETA5","estimate","77.2662"
"9555","nm7","0181","THETA5","prse",NA
"9556","nm7","0181","THETA5","se",NA
"9557","nm7","0181","THETA6","estimate","1.22692"
"9558","nm7","0181","THETA6","prse",NA
"9559","nm7","0181","THETA6","se",NA
"9560","nm7","0181","THETA7","estimate","0.763601"
"9561","nm7","0181","THETA7","prse",NA
"9562","nm7","0181","THETA7","se",NA
"9563","nm7","0181","OMEGA1.1","estimate","0.302988"
"9564","nm7","0181","OMEGA1.1","prse",NA
"9565","nm7","0181","OMEGA1.1","se",NA
"9566","nm7","0181","OMEGA2.1","estimate","0.174937"
"9567","nm7","0181","OMEGA2.1","prse",NA
"9568","nm7","0181","OMEGA2.1","se",NA
"9569","nm7","0181","OMEGA2.2","estimate","0.158251"
"9570","nm7","0181","OMEGA2.2","prse",NA
"9571","nm7","0181","OMEGA2.2","se",NA
"9572","nm7","0181","OMEGA3.1","estimate","-0.00865366"
"9573","nm7","0181","OMEGA3.1","prse",NA
"9574","nm7","0181","OMEGA3.1","se",NA
"9575","nm7","0181","OMEGA3.2","estimate","-0.0339614"
"9576","nm7","0181","OMEGA3.2","prse",NA
"9577","nm7","0181","OMEGA3.2","se",NA
"9578","nm7","0181","OMEGA3.3","estimate","0.0165506"
"9579","nm7","0181","OMEGA3.3","prse",NA
"9580","nm7","0181","OMEGA3.3","se",NA
"9581","nm7","0181","SIGMA1.1","estimate","0.0523912"
"9582","nm7","0181","SIGMA1.1","prse",NA
"9583","nm7","0181","SIGMA1.1","se",NA
"9584","nm7","0181","SIGMA2.1","estimate","0"
"9585","nm7","0181","SIGMA2.1","prse",NA
"9586","nm7","0181","SIGMA2.1","se",NA
"9587","nm7","0181","SIGMA2.2","estimate","0.183021"
"9588","nm7","0181","SIGMA2.2","prse",NA
"9589","nm7","0181","SIGMA2.2","se",NA
"9590","nm7","0181","cov","status","-1"
"9591","nm7","0181","prob","text","0181 phase1 2 CMT like 1004 but diff. initial on V3"
"9592","nm7","0181","min","status","0"
"9593","nm7","0181","data","filename","../../1005bootdata/0181.csv"
"9594","nm7","0182","ofv","minimum","2511.8293881689"
"9595","nm7","0182","THETA1","estimate","8.86979"
"9596","nm7","0182","THETA1","prse",NA
"9597","nm7","0182","THETA1","se",NA
"9598","nm7","0182","THETA2","estimate","24.4469"
"9599","nm7","0182","THETA2","prse",NA
"9600","nm7","0182","THETA2","se",NA
"9601","nm7","0182","THETA3","estimate","0.0722029"
"9602","nm7","0182","THETA3","prse",NA
"9603","nm7","0182","THETA3","se",NA
"9604","nm7","0182","THETA4","estimate","3.93163"
"9605","nm7","0182","THETA4","prse",NA
