"","tool","run","parameter","moment","value"
"2645","nm7","0050","SIGMA2.2","prse",NA
"2646","nm7","0050","SIGMA2.2","se",NA
"2647","nm7","0050","cov","status","-1"
"2648","nm7","0050","prob","text","0050 phase1 2 CMT like 1004 but diff. initial on V3"
"2649","nm7","0050","min","status","0"
"2650","nm7","0050","data","filename","../../1005bootdata/0050.csv"
"2651","nm7","0051","ofv","minimum","2113.46663687143"
"2652","nm7","0051","THETA1","estimate","6.72691"
"2653","nm7","0051","THETA1","prse",NA
"2654","nm7","0051","THETA1","se",NA
"2655","nm7","0051","THETA2","estimate","17.5368"
"2656","nm7","0051","THETA2","prse",NA
"2657","nm7","0051","THETA2","se",NA
"2658","nm7","0051","THETA3","estimate","0.0589627"
"2659","nm7","0051","THETA3","prse",NA
"2660","nm7","0051","THETA3","se",NA
"2661","nm7","0051","THETA4","estimate","4.33676"
"2662","nm7","0051","THETA4","prse",NA
"2663","nm7","0051","THETA4","se",NA
"2664","nm7","0051","THETA5","estimate","991"
"2665","nm7","0051","THETA5","prse",NA
"2666","nm7","0051","THETA5","se",NA
"2667","nm7","0051","THETA6","estimate","1.13452"
"2668","nm7","0051","THETA6","prse",NA
"2669","nm7","0051","THETA6","se",NA
"2670","nm7","0051","THETA7","estimate","1.38446"
"2671","nm7","0051","THETA7","prse",NA
"2672","nm7","0051","THETA7","se",NA
"2673","nm7","0051","OMEGA1.1","estimate","0.369048"
"2674","nm7","0051","OMEGA1.1","prse",NA
"2675","nm7","0051","OMEGA1.1","se",NA
"2676","nm7","0051","OMEGA2.1","estimate","0.179545"
"2677","nm7","0051","OMEGA2.1","prse",NA
"2678","nm7","0051","OMEGA2.1","se",NA
"2679","nm7","0051","OMEGA2.2","estimate","0.12682"
"2680","nm7","0051","OMEGA2.2","prse",NA
"2681","nm7","0051","OMEGA2.2","se",NA
"2682","nm7","0051","OMEGA3.1","estimate","0.0253152"
"2683","nm7","0051","OMEGA3.1","prse",NA
"2684","nm7","0051","OMEGA3.1","se",NA
"2685","nm7","0051","OMEGA3.2","estimate","-0.017339"
"2686","nm7","0051","OMEGA3.2","prse",NA
"2687","nm7","0051","OMEGA3.2","se",NA
"2688","nm7","0051","OMEGA3.3","estimate","0.0240271"
"2689","nm7","0051","OMEGA3.3","prse",NA
"2690","nm7","0051","OMEGA3.3","se",NA
"2691","nm7","0051","SIGMA1.1","estimate","0.0568772"
"2692","nm7","0051","SIGMA1.1","prse",NA
"2693","nm7","0051","SIGMA1.1","se",NA
"2694","nm7","0051","SIGMA2.1","estimate","0"
"2695","nm7","0051","SIGMA2.1","prse",NA
"2696","nm7","0051","SIGMA2.1","se",NA
"2697","nm7","0051","SIGMA2.2","estimate","0.191613"
"2698","nm7","0051","SIGMA2.2","prse",NA
"2699","nm7","0051","SIGMA2.2","se",NA
"2700","nm7","0051","cov","status","-1"
"2701","nm7","0051","prob","text","0051 phase1 2 CMT like 1004 but diff. initial on V3"
"2702","nm7","0051","min","status","0"
"2703","nm7","0051","data","filename","../../1005bootdata/0051.csv"
"2704","nm7","0052","ofv","minimum","2169.22287824711"
"2705","nm7","0052","THETA1","estimate","10.3699"
"2706","nm7","0052","THETA1","prse",NA
"2707","nm7","0052","THETA1","se",NA
"2708","nm7","0052","THETA2","estimate","24.9109"
"2709","nm7","0052","THETA2","prse",NA
"2710","nm7","0052","THETA2","se",NA
"2711","nm7","0052","THETA3","estimate","0.0724542"
"2712","nm7","0052","THETA3","prse",NA
"2713","nm7","0052","THETA3","se",NA
"2714","nm7","0052","THETA4","estimate","4.08437"
"2715","nm7","0052","THETA4","prse",NA
"2716","nm7","0052","THETA4","se",NA
"2717","nm7","0052","THETA5","estimate","184.002"
"2718","nm7","0052","THETA5","prse",NA
"2719","nm7","0052","THETA5","se",NA
"2720","nm7","0052","THETA6","estimate","0.89691"
"2721","nm7","0052","THETA6","prse",NA
"2722","nm7","0052","THETA6","se",NA
"2723","nm7","0052","THETA7","estimate","1.58534"
"2724","nm7","0052","THETA7","prse",NA
"2725","nm7","0052","THETA7","se",NA
"2726","nm7","0052","OMEGA1.1","estimate","0.128586"
"2727","nm7","0052","OMEGA1.1","prse",NA
"2728","nm7","0052","OMEGA1.1","se",NA
"2729","nm7","0052","OMEGA2.1","estimate","0.0567219"
"2730","nm7","0052","OMEGA2.1","prse",NA
"2731","nm7","0052","OMEGA2.1","se",NA
"2732","nm7","0052","OMEGA2.2","estimate","0.0498302"
"2733","nm7","0052","OMEGA2.2","prse",NA
"2734","nm7","0052","OMEGA2.2","se",NA
"2735","nm7","0052","OMEGA3.1","estimate","0.00398271"
"2736","nm7","0052","OMEGA3.1","prse",NA
"2737","nm7","0052","OMEGA3.1","se",NA
"2738","nm7","0052","OMEGA3.2","estimate","-0.0299789"
"2739","nm7","0052","OMEGA3.2","prse",NA
"2740","nm7","0052","OMEGA3.2","se",NA
"2741","nm7","0052","OMEGA3.3","estimate","0.0407297"
"2742","nm7","0052","OMEGA3.3","prse",NA
"2743","nm7","0052","OMEGA3.3","se",NA
"2744","nm7","0052","SIGMA1.1","estimate","0.060664"
"2745","nm7","0052","SIGMA1.1","prse",NA
"2746","nm7","0052","SIGMA1.1","se",NA
"2747","nm7","0052","SIGMA2.1","estimate","0"
"2748","nm7","0052","SIGMA2.1","prse",NA
"2749","nm7","0052","SIGMA2.1","se",NA
"2750","nm7","0052","SIGMA2.2","estimate","0.0836389"
"2751","nm7","0052","SIGMA2.2","prse",NA
"2752","nm7","0052","SIGMA2.2","se",NA
"2753","nm7","0052","cov","status","-1"
"2754","nm7","0052","prob","text","0052 phase1 2 CMT like 1004 but diff. initial on V3"
"2755","nm7","0052","min","status","0"
"2756","nm7","0052","data","filename","../../1005bootdata/0052.csv"
"2757","nm7","0053","ofv","minimum","2579.20066079125"
"2758","nm7","0053","THETA1","estimate","9.36757"
"2759","nm7","0053","THETA1","prse",NA
"2760","nm7","0053","THETA1","se",NA
"2761","nm7","0053","THETA2","estimate","22.8358"
"2762","nm7","0053","THETA2","prse",NA
"2763","nm7","0053","THETA2","se",NA
"2764","nm7","0053","THETA3","estimate","0.0752108"
"2765","nm7","0053","THETA3","prse",NA
"2766","nm7","0053","THETA3","se",NA
"2767","nm7","0053","THETA4","estimate","4.37394"
"2768","nm7","0053","THETA4","prse",NA
"2769","nm7","0053","THETA4","se",NA
"2770","nm7","0053","THETA5","estimate","125.863"
"2771","nm7","0053","THETA5","prse",NA
"2772","nm7","0053","THETA5","se",NA
"2773","nm7","0053","THETA6","estimate","0.89655"
"2774","nm7","0053","THETA6","prse",NA
"2775","nm7","0053","THETA6","se",NA
"2776","nm7","0053","THETA7","estimate","1.13197"
"2777","nm7","0053","THETA7","prse",NA
"2778","nm7","0053","THETA7","se",NA
"2779","nm7","0053","OMEGA1.1","estimate","0.307491"
"2780","nm7","0053","OMEGA1.1","prse",NA
"2781","nm7","0053","OMEGA1.1","se",NA
"2782","nm7","0053","OMEGA2.1","estimate","0.180876"
"2783","nm7","0053","OMEGA2.1","prse",NA
"2784","nm7","0053","OMEGA2.1","se",NA
"2785","nm7","0053","OMEGA2.2","estimate","0.122017"
"2786","nm7","0053","OMEGA2.2","prse",NA
"2787","nm7","0053","OMEGA2.2","se",NA
"2788","nm7","0053","OMEGA3.1","estimate","-0.00185966"
"2789","nm7","0053","OMEGA3.1","prse",NA
"2790","nm7","0053","OMEGA3.1","se",NA
"2791","nm7","0053","OMEGA3.2","estimate","-0.0249431"
"2792","nm7","0053","OMEGA3.2","prse",NA
"2793","nm7","0053","OMEGA3.2","se",NA
"2794","nm7","0053","OMEGA3.3","estimate","0.0364366"
"2795","nm7","0053","OMEGA3.3","prse",NA
"2796","nm7","0053","OMEGA3.3","se",NA
"2797","nm7","0053","SIGMA1.1","estimate","0.047167"
"2798","nm7","0053","SIGMA1.1","prse",NA
"2799","nm7","0053","SIGMA1.1","se",NA
"2800","nm7","0053","SIGMA2.1","estimate","0"
"2801","nm7","0053","SIGMA2.1","prse",NA
"2802","nm7","0053","SIGMA2.1","se",NA
"2803","nm7","0053","SIGMA2.2","estimate","0.225869"
"2804","nm7","0053","SIGMA2.2","prse",NA
"2805","nm7","0053","SIGMA2.2","se",NA
"2806","nm7","0053","cov","status","-1"
"2807","nm7","0053","prob","text","0053 phase1 2 CMT like 1004 but diff. initial on V3"
"2808","nm7","0053","min","status","0"
"2809","nm7","0053","data","filename","../../1005bootdata/0053.csv"
"2810","nm7","0054","ofv","minimum","2310.46719851893"
"2811","nm7","0054","THETA1","estimate","10.5877"
"2812","nm7","0054","THETA1","prse",NA
"2813","nm7","0054","THETA1","se",NA
"2814","nm7","0054","THETA2","estimate","23.1947"
"2815","nm7","0054","THETA2","prse",NA
"2816","nm7","0054","THETA2","se",NA
"2817","nm7","0054","THETA3","estimate","0.0708152"
"2818","nm7","0054","THETA3","prse",NA
"2819","nm7","0054","THETA3","se",NA
"2820","nm7","0054","THETA4","estimate","3.7773"
"2821","nm7","0054","THETA4","prse",NA
"2822","nm7","0054","THETA4","se",NA
"2823","nm7","0054","THETA5","estimate","111.286"
"2824","nm7","0054","THETA5","prse",NA
"2825","nm7","0054","THETA5","se",NA
"2826","nm7","0054","THETA6","estimate","1.02685"
"2827","nm7","0054","THETA6","prse",NA
"2828","nm7","0054","THETA6","se",NA
"2829","nm7","0054","THETA7","estimate","1.14455"
"2830","nm7","0054","THETA7","prse",NA
"2831","nm7","0054","THETA7","se",NA
"2832","nm7","0054","OMEGA1.1","estimate","0.270491"
"2833","nm7","0054","OMEGA1.1","prse",NA
"2834","nm7","0054","OMEGA1.1","se",NA
"2835","nm7","0054","OMEGA2.1","estimate","0.117255"
"2836","nm7","0054","OMEGA2.1","prse",NA
"2837","nm7","0054","OMEGA2.1","se",NA
"2838","nm7","0054","OMEGA2.2","estimate","0.0849153"
"2839","nm7","0054","OMEGA2.2","prse",NA
"2840","nm7","0054","OMEGA2.2","se",NA
"2841","nm7","0054","OMEGA3.1","estimate","0.0146557"
"2842","nm7","0054","OMEGA3.1","prse",NA
"2843","nm7","0054","OMEGA3.1","se",NA
"2844","nm7","0054","OMEGA3.2","estimate","-0.0264507"
"2845","nm7","0054","OMEGA3.2","prse",NA
"2846","nm7","0054","OMEGA3.2","se",NA
"2847","nm7","0054","OMEGA3.3","estimate","0.0323737"
"2848","nm7","0054","OMEGA3.3","prse",NA
"2849","nm7","0054","OMEGA3.3","se",NA
"2850","nm7","0054","SIGMA1.1","estimate","0.0491346"
"2851","nm7","0054","SIGMA1.1","prse",NA
"2852","nm7","0054","SIGMA1.1","se",NA
"2853","nm7","0054","SIGMA2.1","estimate","0"
"2854","nm7","0054","SIGMA2.1","prse",NA
"2855","nm7","0054","SIGMA2.1","se",NA
"2856","nm7","0054","SIGMA2.2","estimate","0.281179"
"2857","nm7","0054","SIGMA2.2","prse",NA
"2858","nm7","0054","SIGMA2.2","se",NA
"2859","nm7","0054","cov","status","-1"
"2860","nm7","0054","prob","text","0054 phase1 2 CMT like 1004 but diff. initial on V3"
"2861","nm7","0054","min","status","0"
"2862","nm7","0054","data","filename","../../1005bootdata/0054.csv"
"2863","nm7","0055","ofv","minimum","2261.07558468744"
"2864","nm7","0055","THETA1","estimate","10.9005"
"2865","nm7","0055","THETA1","prse",NA
"2866","nm7","0055","THETA1","se",NA
"2867","nm7","0055","THETA2","estimate","21.3322"
"2868","nm7","0055","THETA2","prse",NA
"2869","nm7","0055","THETA2","se",NA
"2870","nm7","0055","THETA3","estimate","0.0747261"
"2871","nm7","0055","THETA3","prse",NA
"2872","nm7","0055","THETA3","se",NA
"2873","nm7","0055","THETA4","estimate","3.43702"
"2874","nm7","0055","THETA4","prse",NA
"2875","nm7","0055","THETA4","se",NA
"2876","nm7","0055","THETA5","estimate","72.0949"
"2877","nm7","0055","THETA5","prse",NA
"2878","nm7","0055","THETA5","se",NA
"2879","nm7","0055","THETA6","estimate","0.986162"
"2880","nm7","0055","THETA6","prse",NA
"2881","nm7","0055","THETA6","se",NA
"2882","nm7","0055","THETA7","estimate","1.0637"
"2883","nm7","0055","THETA7","prse",NA
"2884","nm7","0055","THETA7","se",NA
"2885","nm7","0055","OMEGA1.1","estimate","0.192573"
"2886","nm7","0055","OMEGA1.1","prse",NA
"2887","nm7","0055","OMEGA1.1","se",NA
"2888","nm7","0055","OMEGA2.1","estimate","0.0867032"
"2889","nm7","0055","OMEGA2.1","prse",NA
"2890","nm7","0055","OMEGA2.1","se",NA
"2891","nm7","0055","OMEGA2.2","estimate","0.0653342"
"2892","nm7","0055","OMEGA2.2","prse",NA
"2893","nm7","0055","OMEGA2.2","se",NA
"2894","nm7","0055","OMEGA3.1","estimate","-0.0341645"
"2895","nm7","0055","OMEGA3.1","prse",NA
"2896","nm7","0055","OMEGA3.1","se",NA
"2897","nm7","0055","OMEGA3.2","estimate","-0.0468786"
"2898","nm7","0055","OMEGA3.2","prse",NA
"2899","nm7","0055","OMEGA3.2","se",NA
"2900","nm7","0055","OMEGA3.3","estimate","0.0437945"
"2901","nm7","0055","OMEGA3.3","prse",NA
"2902","nm7","0055","OMEGA3.3","se",NA
"2903","nm7","0055","SIGMA1.1","estimate","0.048807"
"2904","nm7","0055","SIGMA1.1","prse",NA
"2905","nm7","0055","SIGMA1.1","se",NA
"2906","nm7","0055","SIGMA2.1","estimate","0"
"2907","nm7","0055","SIGMA2.1","prse",NA
"2908","nm7","0055","SIGMA2.1","se",NA
"2909","nm7","0055","SIGMA2.2","estimate","0.31395"
"2910","nm7","0055","SIGMA2.2","prse",NA
"2911","nm7","0055","SIGMA2.2","se",NA
"2912","nm7","0055","cov","status","-1"
"2913","nm7","0055","prob","text","0055 phase1 2 CMT like 1004 but diff. initial on V3"
"2914","nm7","0055","min","status","0"
"2915","nm7","0055","data","filename","../../1005bootdata/0055.csv"
"2916","nm7","0056","ofv","minimum","2058.11709755836"
"2917","nm7","0056","THETA1","estimate","10.5737"
"2918","nm7","0056","THETA1","prse",NA
"2919","nm7","0056","THETA1","se",NA
"2920","nm7","0056","THETA2","estimate","25.5925"
"2921","nm7","0056","THETA2","prse",NA
"2922","nm7","0056","THETA2","se",NA
"2923","nm7","0056","THETA3","estimate","0.0675958"
"2924","nm7","0056","THETA3","prse",NA
"2925","nm7","0056","THETA3","se",NA
"2926","nm7","0056","THETA4","estimate","3.64853"
"2927","nm7","0056","THETA4","prse",NA
"2928","nm7","0056","THETA4","se",NA
"2929","nm7","0056","THETA5","estimate","141.749"
"2930","nm7","0056","THETA5","prse",NA
"2931","nm7","0056","THETA5","se",NA
"2932","nm7","0056","THETA6","estimate","0.931169"
"2933","nm7","0056","THETA6","prse",NA
"2934","nm7","0056","THETA6","se",NA
"2935","nm7","0056","THETA7","estimate","1.17414"
"2936","nm7","0056","THETA7","prse",NA
"2937","nm7","0056","THETA7","se",NA
"2938","nm7","0056","OMEGA1.1","estimate","0.233747"
"2939","nm7","0056","OMEGA1.1","prse",NA
"2940","nm7","0056","OMEGA1.1","se",NA
"2941","nm7","0056","OMEGA2.1","estimate","0.161076"
"2942","nm7","0056","OMEGA2.1","prse",NA
"2943","nm7","0056","OMEGA2.1","se",NA
"2944","nm7","0056","OMEGA2.2","estimate","0.113314"
"2945","nm7","0056","OMEGA2.2","prse",NA
"2946","nm7","0056","OMEGA2.2","se",NA
"2947","nm7","0056","OMEGA3.1","estimate","0.0163088"
"2948","nm7","0056","OMEGA3.1","prse",NA
"2949","nm7","0056","OMEGA3.1","se",NA
"2950","nm7","0056","OMEGA3.2","estimate","0.00365636"
"2951","nm7","0056","OMEGA3.2","prse",NA
"2952","nm7","0056","OMEGA3.2","se",NA
"2953","nm7","0056","OMEGA3.3","estimate","0.0259657"
"2954","nm7","0056","OMEGA3.3","prse",NA
"2955","nm7","0056","OMEGA3.3","se",NA
"2956","nm7","0056","SIGMA1.1","estimate","0.050489"
"2957","nm7","0056","SIGMA1.1","prse",NA
"2958","nm7","0056","SIGMA1.1","se",NA
"2959","nm7","0056","SIGMA2.1","estimate","0"
"2960","nm7","0056","SIGMA2.1","prse",NA
"2961","nm7","0056","SIGMA2.1","se",NA
"2962","nm7","0056","SIGMA2.2","estimate","0.30083"
"2963","nm7","0056","SIGMA2.2","prse",NA
"2964","nm7","0056","SIGMA2.2","se",NA
"2965","nm7","0056","cov","status","-1"
"2966","nm7","0056","prob","text","0056 phase1 2 CMT like 1004 but diff. initial on V3"
"2967","nm7","0056","min","status","0"
"2968","nm7","0056","data","filename","../../1005bootdata/0056.csv"
"2969","nm7","0057","ofv","minimum","2551.10551883128"
"2970","nm7","0057","THETA1","estimate","10.4212"
"2971","nm7","0057","THETA1","prse",NA
"2972","nm7","0057","THETA1","se",NA
"2973","nm7","0057","THETA2","estimate","21.9362"
"2974","nm7","0057","THETA2","prse",NA
"2975","nm7","0057","THETA2","se",NA
"2976","nm7","0057","THETA3","estimate","0.0680497"
"2977","nm7","0057","THETA3","prse",NA
"2978","nm7","0057","THETA3","se",NA
"2979","nm7","0057","THETA4","estimate","3.13086"
"2980","nm7","0057","THETA4","prse",NA
"2981","nm7","0057","THETA4","se",NA
"2982","nm7","0057","THETA5","estimate","89.6625"
"2983","nm7","0057","THETA5","prse",NA
"2984","nm7","0057","THETA5","se",NA
"2985","nm7","0057","THETA6","estimate","1.14454"
"2986","nm7","0057","THETA6","prse",NA
"2987","nm7","0057","THETA6","se",NA
"2988","nm7","0057","THETA7","estimate","1.38023"
"2989","nm7","0057","THETA7","prse",NA
"2990","nm7","0057","THETA7","se",NA
"2991","nm7","0057","OMEGA1.1","estimate","0.236468"
"2992","nm7","0057","OMEGA1.1","prse",NA
"2993","nm7","0057","OMEGA1.1","se",NA
"2994","nm7","0057","OMEGA2.1","estimate","0.110393"
"2995","nm7","0057","OMEGA2.1","prse",NA
"2996","nm7","0057","OMEGA2.1","se",NA
"2997","nm7","0057","OMEGA2.2","estimate","0.115341"
"2998","nm7","0057","OMEGA2.2","prse",NA
"2999","nm7","0057","OMEGA2.2","se",NA
"3000","nm7","0057","OMEGA3.1","estimate","-0.0199049"
"3001","nm7","0057","OMEGA3.1","prse",NA
"3002","nm7","0057","OMEGA3.1","se",NA
"3003","nm7","0057","OMEGA3.2","estimate","-0.0610041"
"3004","nm7","0057","OMEGA3.2","prse",NA
"3005","nm7","0057","OMEGA3.2","se",NA
"3006","nm7","0057","OMEGA3.3","estimate","0.0435957"
"3007","nm7","0057","OMEGA3.3","prse",NA
"3008","nm7","0057","OMEGA3.3","se",NA
"3009","nm7","0057","SIGMA1.1","estimate","0.0554742"
"3010","nm7","0057","SIGMA1.1","prse",NA
"3011","nm7","0057","SIGMA1.1","se",NA
"3012","nm7","0057","SIGMA2.1","estimate","0"
"3013","nm7","0057","SIGMA2.1","prse",NA
"3014","nm7","0057","SIGMA2.1","se",NA
"3015","nm7","0057","SIGMA2.2","estimate","0.185815"
"3016","nm7","0057","SIGMA2.2","prse",NA
"3017","nm7","0057","SIGMA2.2","se",NA
"3018","nm7","0057","cov","status","-1"
"3019","nm7","0057","prob","text","0057 phase1 2 CMT like 1004 but diff. initial on V3"
"3020","nm7","0057","min","status","0"
"3021","nm7","0057","data","filename","../../1005bootdata/0057.csv"
"3022","nm7","0058","ofv","minimum","2189.48748821759"
"3023","nm7","0058","THETA1","estimate","7.89484"
"3024","nm7","0058","THETA1","prse",NA
"3025","nm7","0058","THETA1","se",NA
"3026","nm7","0058","THETA2","estimate","20.5636"
"3027","nm7","0058","THETA2","prse",NA
"3028","nm7","0058","THETA2","se",NA
"3029","nm7","0058","THETA3","estimate","0.063908"
"3030","nm7","0058","THETA3","prse",NA
"3031","nm7","0058","THETA3","se",NA
"3032","nm7","0058","THETA4","estimate","2.94899"
"3033","nm7","0058","THETA4","prse",NA
"3034","nm7","0058","THETA4","se",NA
"3035","nm7","0058","THETA5","estimate","101.263"
"3036","nm7","0058","THETA5","prse",NA
"3037","nm7","0058","THETA5","se",NA
"3038","nm7","0058","THETA6","estimate","1.28316"
"3039","nm7","0058","THETA6","prse",NA
"3040","nm7","0058","THETA6","se",NA
"3041","nm7","0058","THETA7","estimate","1.57615"
"3042","nm7","0058","THETA7","prse",NA
"3043","nm7","0058","THETA7","se",NA
"3044","nm7","0058","OMEGA1.1","estimate","0.184666"
"3045","nm7","0058","OMEGA1.1","prse",NA
"3046","nm7","0058","OMEGA1.1","se",NA
"3047","nm7","0058","OMEGA2.1","estimate","0.0933731"
"3048","nm7","0058","OMEGA2.1","prse",NA
"3049","nm7","0058","OMEGA2.1","se",NA
"3050","nm7","0058","OMEGA2.2","estimate","0.105933"
"3051","nm7","0058","OMEGA2.2","prse",NA
"3052","nm7","0058","OMEGA2.2","se",NA
"3053","nm7","0058","OMEGA3.1","estimate","0.00429236"
"3054","nm7","0058","OMEGA3.1","prse",NA
"3055","nm7","0058","OMEGA3.1","se",NA
"3056","nm7","0058","OMEGA3.2","estimate","-0.0585371"
"3057","nm7","0058","OMEGA3.2","prse",NA
"3058","nm7","0058","OMEGA3.2","se",NA
"3059","nm7","0058","OMEGA3.3","estimate","0.0773953"
"3060","nm7","0058","OMEGA3.3","prse",NA
"3061","nm7","0058","OMEGA3.3","se",NA
"3062","nm7","0058","SIGMA1.1","estimate","0.0540501"
"3063","nm7","0058","SIGMA1.1","prse",NA
"3064","nm7","0058","SIGMA1.1","se",NA
"3065","nm7","0058","SIGMA2.1","estimate","0"
"3066","nm7","0058","SIGMA2.1","prse",NA
"3067","nm7","0058","SIGMA2.1","se",NA
"3068","nm7","0058","SIGMA2.2","estimate","0.0801498"
"3069","nm7","0058","SIGMA2.2","prse",NA
"3070","nm7","0058","SIGMA2.2","se",NA
"3071","nm7","0058","cov","status","-1"
"3072","nm7","0058","prob","text","0058 phase1 2 CMT like 1004 but diff. initial on V3"
"3073","nm7","0058","min","status","0"
"3074","nm7","0058","data","filename","../../1005bootdata/0058.csv"
"3075","nm7","0059","ofv","minimum","2165.5192982524"
"3076","nm7","0059","THETA1","estimate","10.8888"
"3077","nm7","0059","THETA1","prse",NA
"3078","nm7","0059","THETA1","se",NA
"3079","nm7","0059","THETA2","estimate","24.1392"
"3080","nm7","0059","THETA2","prse",NA
"3081","nm7","0059","THETA2","se",NA
"3082","nm7","0059","THETA3","estimate","0.0726118"
"3083","nm7","0059","THETA3","prse",NA
"3084","nm7","0059","THETA3","se",NA
"3085","nm7","0059","THETA4","estimate","3.64836"
"3086","nm7","0059","THETA4","prse",NA
"3087","nm7","0059","THETA4","se",NA
"3088","nm7","0059","THETA5","estimate","113.793"
"3089","nm7","0059","THETA5","prse",NA
"3090","nm7","0059","THETA5","se",NA
"3091","nm7","0059","THETA6","estimate","0.956447"
"3092","nm7","0059","THETA6","prse",NA
"3093","nm7","0059","THETA6","se",NA
"3094","nm7","0059","THETA7","estimate","0.85955"
"3095","nm7","0059","THETA7","prse",NA
"3096","nm7","0059","THETA7","se",NA
"3097","nm7","0059","OMEGA1.1","estimate","0.240406"
"3098","nm7","0059","OMEGA1.1","prse",NA
"3099","nm7","0059","OMEGA1.1","se",NA
"3100","nm7","0059","OMEGA2.1","estimate","0.131606"
"3101","nm7","0059","OMEGA2.1","prse",NA
"3102","nm7","0059","OMEGA2.1","se",NA
"3103","nm7","0059","OMEGA2.2","estimate","0.0984651"
"3104","nm7","0059","OMEGA2.2","prse",NA
"3105","nm7","0059","OMEGA2.2","se",NA
"3106","nm7","0059","OMEGA3.1","estimate","-0.0273357"
"3107","nm7","0059","OMEGA3.1","prse",NA
"3108","nm7","0059","OMEGA3.1","se",NA
"3109","nm7","0059","OMEGA3.2","estimate","-0.0414518"
"3110","nm7","0059","OMEGA3.2","prse",NA
"3111","nm7","0059","OMEGA3.2","se",NA
"3112","nm7","0059","OMEGA3.3","estimate","0.0670644"
"3113","nm7","0059","OMEGA3.3","prse",NA
"3114","nm7","0059","OMEGA3.3","se",NA
"3115","nm7","0059","SIGMA1.1","estimate","0.0424133"
"3116","nm7","0059","SIGMA1.1","prse",NA
"3117","nm7","0059","SIGMA1.1","se",NA
"3118","nm7","0059","SIGMA2.1","estimate","0"
"3119","nm7","0059","SIGMA2.1","prse",NA
"3120","nm7","0059","SIGMA2.1","se",NA
"3121","nm7","0059","SIGMA2.2","estimate","0.262359"
"3122","nm7","0059","SIGMA2.2","prse",NA
"3123","nm7","0059","SIGMA2.2","se",NA
"3124","nm7","0059","cov","status","-1"
"3125","nm7","0059","prob","text","0059 phase1 2 CMT like 1004 but diff. initial on V3"
"3126","nm7","0059","min","status","0"
"3127","nm7","0059","data","filename","../../1005bootdata/0059.csv"
"3128","nm7","0060","ofv","minimum","2033.71247668833"
"3129","nm7","0060","THETA1","estimate","10.682"
"3130","nm7","0060","THETA1","prse",NA
"3131","nm7","0060","THETA1","se",NA
"3132","nm7","0060","THETA2","estimate","27.2193"
"3133","nm7","0060","THETA2","prse",NA
"3134","nm7","0060","THETA2","se",NA
"3135","nm7","0060","THETA3","estimate","0.0764277"
"3136","nm7","0060","THETA3","prse",NA
"3137","nm7","0060","THETA3","se",NA
"3138","nm7","0060","THETA4","estimate","4.10491"
"3139","nm7","0060","THETA4","prse",NA
"3140","nm7","0060","THETA4","se",NA
"3141","nm7","0060","THETA5","estimate","112.841"
"3142","nm7","0060","THETA5","prse",NA
"3143","nm7","0060","THETA5","se",NA
"3144","nm7","0060","THETA6","estimate","1.00056"
"3145","nm7","0060","THETA6","prse",NA
"3146","nm7","0060","THETA6","se",NA
"3147","nm7","0060","THETA7","estimate","1.4107"
"3148","nm7","0060","THETA7","prse",NA
"3149","nm7","0060","THETA7","se",NA
"3150","nm7","0060","OMEGA1.1","estimate","0.18484"
"3151","nm7","0060","OMEGA1.1","prse",NA
"3152","nm7","0060","OMEGA1.1","se",NA
"3153","nm7","0060","OMEGA2.1","estimate","0.0740837"
"3154","nm7","0060","OMEGA2.1","prse",NA
"3155","nm7","0060","OMEGA2.1","se",NA
"3156","nm7","0060","OMEGA2.2","estimate","0.0527331"
"3157","nm7","0060","OMEGA2.2","prse",NA
"3158","nm7","0060","OMEGA2.2","se",NA
"3159","nm7","0060","OMEGA3.1","estimate","-0.0393725"
"3160","nm7","0060","OMEGA3.1","prse",NA
"3161","nm7","0060","OMEGA3.1","se",NA
"3162","nm7","0060","OMEGA3.2","estimate","-0.0532824"
"3163","nm7","0060","OMEGA3.2","prse",NA
"3164","nm7","0060","OMEGA3.2","se",NA
"3165","nm7","0060","OMEGA3.3","estimate","0.0694368"
"3166","nm7","0060","OMEGA3.3","prse",NA
"3167","nm7","0060","OMEGA3.3","se",NA
"3168","nm7","0060","SIGMA1.1","estimate","0.0482186"
"3169","nm7","0060","SIGMA1.1","prse",NA
"3170","nm7","0060","SIGMA1.1","se",NA
"3171","nm7","0060","SIGMA2.1","estimate","0"
"3172","nm7","0060","SIGMA2.1","prse",NA
"3173","nm7","0060","SIGMA2.1","se",NA
"3174","nm7","0060","SIGMA2.2","estimate","0.206487"
"3175","nm7","0060","SIGMA2.2","prse",NA
"3176","nm7","0060","SIGMA2.2","se",NA
"3177","nm7","0060","cov","status","-1"
"3178","nm7","0060","prob","text","0060 phase1 2 CMT like 1004 but diff. initial on V3"
"3179","nm7","0060","min","status","0"
"3180","nm7","0060","data","filename","../../1005bootdata/0060.csv"
"3181","nm7","0061","ofv","minimum","2144.09338326618"
"3182","nm7","0061","THETA1","estimate","10.5348"
"3183","nm7","0061","THETA1","prse",NA
"3184","nm7","0061","THETA1","se",NA
"3185","nm7","0061","THETA2","estimate","23.6759"
"3186","nm7","0061","THETA2","prse",NA
"3187","nm7","0061","THETA2","se",NA
"3188","nm7","0061","THETA3","estimate","0.0667215"
"3189","nm7","0061","THETA3","prse",NA
"3190","nm7","0061","THETA3","se",NA
