"","tool","run","parameter","moment","value"
"12606","nm7",238,"SIGMA2.1","prse",NA
"12607","nm7",238,"SIGMA2.1","se",NA
"12608","nm7",238,"SIGMA2.2","estimate","0.213341"
"12609","nm7",238,"SIGMA2.2","prse",NA
"12610","nm7",238,"SIGMA2.2","se",NA
"12611","nm7",238,"cov","status","0"
"12612","nm7",238,"prob","text","238 phase1 2 CMT like 1004 but diff. initial on V3"
"12613","nm7",238,"min","status","0"
"12614","nm7",238,"data","filename","../data/238.csv"
"12615","nm7",239,"ofv","minimum","2946.80517824356"
"12616","nm7",239,"THETA1","estimate","9.96396"
"12617","nm7",239,"THETA1","prse",NA
"12618","nm7",239,"THETA1","se",NA
"12619","nm7",239,"THETA2","estimate","23.4167"
"12620","nm7",239,"THETA2","prse",NA
"12621","nm7",239,"THETA2","se",NA
"12622","nm7",239,"THETA3","estimate","0.0725307"
"12623","nm7",239,"THETA3","prse",NA
"12624","nm7",239,"THETA3","se",NA
"12625","nm7",239,"THETA4","estimate","3.57483"
"12626","nm7",239,"THETA4","prse",NA
"12627","nm7",239,"THETA4","se",NA
"12628","nm7",239,"THETA5","estimate","115.613"
"12629","nm7",239,"THETA5","prse",NA
"12630","nm7",239,"THETA5","se",NA
"12631","nm7",239,"THETA6","estimate","0.959968"
"12632","nm7",239,"THETA6","prse",NA
"12633","nm7",239,"THETA6","se",NA
"12634","nm7",239,"THETA7","estimate","0.967767"
"12635","nm7",239,"THETA7","prse",NA
"12636","nm7",239,"THETA7","se",NA
"12637","nm7",239,"OMEGA1.1","estimate","0.213142"
"12638","nm7",239,"OMEGA1.1","prse",NA
"12639","nm7",239,"OMEGA1.1","se",NA
"12640","nm7",239,"OMEGA2.1","estimate","0.108247"
"12641","nm7",239,"OMEGA2.1","prse",NA
"12642","nm7",239,"OMEGA2.1","se",NA
"12643","nm7",239,"OMEGA2.2","estimate","0.0616939"
"12644","nm7",239,"OMEGA2.2","prse",NA
"12645","nm7",239,"OMEGA2.2","se",NA
"12646","nm7",239,"OMEGA3.1","estimate","-0.0190224"
"12647","nm7",239,"OMEGA3.1","prse",NA
"12648","nm7",239,"OMEGA3.1","se",NA
"12649","nm7",239,"OMEGA3.2","estimate","-0.0269678"
"12650","nm7",239,"OMEGA3.2","prse",NA
"12651","nm7",239,"OMEGA3.2","se",NA
"12652","nm7",239,"OMEGA3.3","estimate","0.0462853"
"12653","nm7",239,"OMEGA3.3","prse",NA
"12654","nm7",239,"OMEGA3.3","se",NA
"12655","nm7",239,"SIGMA1.1","estimate","0.0529564"
"12656","nm7",239,"SIGMA1.1","prse",NA
"12657","nm7",239,"SIGMA1.1","se",NA
"12658","nm7",239,"SIGMA2.1","estimate","0"
"12659","nm7",239,"SIGMA2.1","prse",NA
"12660","nm7",239,"SIGMA2.1","se",NA
"12661","nm7",239,"SIGMA2.2","estimate","0.0708648"
"12662","nm7",239,"SIGMA2.2","prse",NA
"12663","nm7",239,"SIGMA2.2","se",NA
"12664","nm7",239,"cov","status","0"
"12665","nm7",239,"prob","text","239 phase1 2 CMT like 1004 but diff. initial on V3"
"12666","nm7",239,"min","status","0"
"12667","nm7",239,"data","filename","../data/239.csv"
"12668","nm7",240,"ofv","minimum","2376.16157222995"
"12669","nm7",240,"THETA1","estimate","8.59113"
"12670","nm7",240,"THETA1","prse",NA
"12671","nm7",240,"THETA1","se",NA
"12672","nm7",240,"THETA2","estimate","22.4895"
"12673","nm7",240,"THETA2","prse",NA
"12674","nm7",240,"THETA2","se",NA
"12675","nm7",240,"THETA3","estimate","0.0755895"
"12676","nm7",240,"THETA3","prse",NA
"12677","nm7",240,"THETA3","se",NA
"12678","nm7",240,"THETA4","estimate","3.48432"
"12679","nm7",240,"THETA4","prse",NA
"12680","nm7",240,"THETA4","se",NA
"12681","nm7",240,"THETA5","estimate","99.8244"
"12682","nm7",240,"THETA5","prse",NA
"12683","nm7",240,"THETA5","se",NA
"12684","nm7",240,"THETA6","estimate","1.01096"
"12685","nm7",240,"THETA6","prse",NA
"12686","nm7",240,"THETA6","se",NA
"12687","nm7",240,"THETA7","estimate","1.53312"
"12688","nm7",240,"THETA7","prse",NA
"12689","nm7",240,"THETA7","se",NA
"12690","nm7",240,"OMEGA1.1","estimate","0.177376"
"12691","nm7",240,"OMEGA1.1","prse",NA
"12692","nm7",240,"OMEGA1.1","se",NA
"12693","nm7",240,"OMEGA2.1","estimate","0.124904"
"12694","nm7",240,"OMEGA2.1","prse",NA
"12695","nm7",240,"OMEGA2.1","se",NA
"12696","nm7",240,"OMEGA2.2","estimate","0.112317"
"12697","nm7",240,"OMEGA2.2","prse",NA
"12698","nm7",240,"OMEGA2.2","se",NA
"12699","nm7",240,"OMEGA3.1","estimate","-0.0146875"
"12700","nm7",240,"OMEGA3.1","prse",NA
"12701","nm7",240,"OMEGA3.1","se",NA
"12702","nm7",240,"OMEGA3.2","estimate","-0.0468655"
"12703","nm7",240,"OMEGA3.2","prse",NA
"12704","nm7",240,"OMEGA3.2","se",NA
"12705","nm7",240,"OMEGA3.3","estimate","0.0559775"
"12706","nm7",240,"OMEGA3.3","prse",NA
"12707","nm7",240,"OMEGA3.3","se",NA
"12708","nm7",240,"SIGMA1.1","estimate","0.053169"
"12709","nm7",240,"SIGMA1.1","prse",NA
"12710","nm7",240,"SIGMA1.1","se",NA
"12711","nm7",240,"SIGMA2.1","estimate","0"
"12712","nm7",240,"SIGMA2.1","prse",NA
"12713","nm7",240,"SIGMA2.1","se",NA
"12714","nm7",240,"SIGMA2.2","estimate","0.129925"
"12715","nm7",240,"SIGMA2.2","prse",NA
"12716","nm7",240,"SIGMA2.2","se",NA
"12717","nm7",240,"cov","status","0"
"12718","nm7",240,"prob","text","240 phase1 2 CMT like 1004 but diff. initial on V3"
"12719","nm7",240,"min","status","0"
"12720","nm7",240,"data","filename","../data/240.csv"
"12721","nm7",241,"ofv","minimum","2204.46778480288"
"12722","nm7",241,"THETA1","estimate","9.06406"
"12723","nm7",241,"THETA1","prse",NA
"12724","nm7",241,"THETA1","se",NA
"12725","nm7",241,"THETA2","estimate","18.0187"
"12726","nm7",241,"THETA2","prse",NA
"12727","nm7",241,"THETA2","se",NA
"12728","nm7",241,"THETA3","estimate","0.0671335"
"12729","nm7",241,"THETA3","prse",NA
"12730","nm7",241,"THETA3","se",NA
"12731","nm7",241,"THETA4","estimate","2.8073"
"12732","nm7",241,"THETA4","prse",NA
"12733","nm7",241,"THETA4","se",NA
"12734","nm7",241,"THETA5","estimate","105.119"
"12735","nm7",241,"THETA5","prse",NA
"12736","nm7",241,"THETA5","se",NA
"12737","nm7",241,"THETA6","estimate","0.991785"
"12738","nm7",241,"THETA6","prse",NA
"12739","nm7",241,"THETA6","se",NA
"12740","nm7",241,"THETA7","estimate","1.40215"
"12741","nm7",241,"THETA7","prse",NA
"12742","nm7",241,"THETA7","se",NA
"12743","nm7",241,"OMEGA1.1","estimate","0.20975"
"12744","nm7",241,"OMEGA1.1","prse",NA
"12745","nm7",241,"OMEGA1.1","se",NA
"12746","nm7",241,"OMEGA2.1","estimate","0.130166"
"12747","nm7",241,"OMEGA2.1","prse",NA
"12748","nm7",241,"OMEGA2.1","se",NA
"12749","nm7",241,"OMEGA2.2","estimate","0.100094"
"12750","nm7",241,"OMEGA2.2","prse",NA
"12751","nm7",241,"OMEGA2.2","se",NA
"12752","nm7",241,"OMEGA3.1","estimate","0.01718"
"12753","nm7",241,"OMEGA3.1","prse",NA
"12754","nm7",241,"OMEGA3.1","se",NA
"12755","nm7",241,"OMEGA3.2","estimate","-0.0197003"
"12756","nm7",241,"OMEGA3.2","prse",NA
"12757","nm7",241,"OMEGA3.2","se",NA
"12758","nm7",241,"OMEGA3.3","estimate","0.0491474"
"12759","nm7",241,"OMEGA3.3","prse",NA
"12760","nm7",241,"OMEGA3.3","se",NA
"12761","nm7",241,"SIGMA1.1","estimate","0.0607667"
"12762","nm7",241,"SIGMA1.1","prse",NA
"12763","nm7",241,"SIGMA1.1","se",NA
"12764","nm7",241,"SIGMA2.1","estimate","0"
"12765","nm7",241,"SIGMA2.1","prse",NA
"12766","nm7",241,"SIGMA2.1","se",NA
"12767","nm7",241,"SIGMA2.2","estimate","0.156784"
"12768","nm7",241,"SIGMA2.2","prse",NA
"12769","nm7",241,"SIGMA2.2","se",NA
"12770","nm7",241,"cov","status","0"
"12771","nm7",241,"prob","text","241 phase1 2 CMT like 1004 but diff. initial on V3"
"12772","nm7",241,"min","status","0"
"12773","nm7",241,"data","filename","../data/241.csv"
"12774","nm7",242,"ofv","minimum","2442.04962151604"
"12775","nm7",242,"THETA1","estimate","7.48386"
"12776","nm7",242,"THETA1","prse",NA
"12777","nm7",242,"THETA1","se",NA
"12778","nm7",242,"THETA2","estimate","21.2628"
"12779","nm7",242,"THETA2","prse",NA
"12780","nm7",242,"THETA2","se",NA
"12781","nm7",242,"THETA3","estimate","0.066897"
"12782","nm7",242,"THETA3","prse",NA
"12783","nm7",242,"THETA3","se",NA
"12784","nm7",242,"THETA4","estimate","5.55405"
"12785","nm7",242,"THETA4","prse",NA
"12786","nm7",242,"THETA4","se",NA
"12787","nm7",242,"THETA5","estimate","991"
"12788","nm7",242,"THETA5","prse",NA
"12789","nm7",242,"THETA5","se",NA
"12790","nm7",242,"THETA6","estimate","1.03525"
"12791","nm7",242,"THETA6","prse",NA
"12792","nm7",242,"THETA6","se",NA
"12793","nm7",242,"THETA7","estimate","1.06044"
"12794","nm7",242,"THETA7","prse",NA
"12795","nm7",242,"THETA7","se",NA
"12796","nm7",242,"OMEGA1.1","estimate","0.286736"
"12797","nm7",242,"OMEGA1.1","prse",NA
"12798","nm7",242,"OMEGA1.1","se",NA
"12799","nm7",242,"OMEGA2.1","estimate","0.113579"
"12800","nm7",242,"OMEGA2.1","prse",NA
"12801","nm7",242,"OMEGA2.1","se",NA
"12802","nm7",242,"OMEGA2.2","estimate","0.0747236"
"12803","nm7",242,"OMEGA2.2","prse",NA
"12804","nm7",242,"OMEGA2.2","se",NA
"12805","nm7",242,"OMEGA3.1","estimate","-0.0127142"
"12806","nm7",242,"OMEGA3.1","prse",NA
"12807","nm7",242,"OMEGA3.1","se",NA
"12808","nm7",242,"OMEGA3.2","estimate","-0.0317998"
"12809","nm7",242,"OMEGA3.2","prse",NA
"12810","nm7",242,"OMEGA3.2","se",NA
"12811","nm7",242,"OMEGA3.3","estimate","0.0246636"
"12812","nm7",242,"OMEGA3.3","prse",NA
"12813","nm7",242,"OMEGA3.3","se",NA
"12814","nm7",242,"SIGMA1.1","estimate","0.0539187"
"12815","nm7",242,"SIGMA1.1","prse",NA
"12816","nm7",242,"SIGMA1.1","se",NA
"12817","nm7",242,"SIGMA2.1","estimate","0"
"12818","nm7",242,"SIGMA2.1","prse",NA
"12819","nm7",242,"SIGMA2.1","se",NA
"12820","nm7",242,"SIGMA2.2","estimate","0.248358"
"12821","nm7",242,"SIGMA2.2","prse",NA
"12822","nm7",242,"SIGMA2.2","se",NA
"12823","nm7",242,"cov","status","0"
"12824","nm7",242,"prob","text","242 phase1 2 CMT like 1004 but diff. initial on V3"
"12825","nm7",242,"min","status","0"
"12826","nm7",242,"data","filename","../data/242.csv"
"12827","nm7",243,"ofv","minimum","1813.9077717556"
"12828","nm7",243,"THETA1","estimate","9.12275"
"12829","nm7",243,"THETA1","prse",NA
"12830","nm7",243,"THETA1","se",NA
"12831","nm7",243,"THETA2","estimate","21.7993"
"12832","nm7",243,"THETA2","prse",NA
"12833","nm7",243,"THETA2","se",NA
"12834","nm7",243,"THETA3","estimate","0.0663224"
"12835","nm7",243,"THETA3","prse",NA
"12836","nm7",243,"THETA3","se",NA
"12837","nm7",243,"THETA4","estimate","2.99179"
"12838","nm7",243,"THETA4","prse",NA
"12839","nm7",243,"THETA4","se",NA
"12840","nm7",243,"THETA5","estimate","137.734"
"12841","nm7",243,"THETA5","prse",NA
"12842","nm7",243,"THETA5","se",NA
"12843","nm7",243,"THETA6","estimate","0.931293"
"12844","nm7",243,"THETA6","prse",NA
"12845","nm7",243,"THETA6","se",NA
"12846","nm7",243,"THETA7","estimate","1.86591"
"12847","nm7",243,"THETA7","prse",NA
"12848","nm7",243,"THETA7","se",NA
"12849","nm7",243,"OMEGA1.1","estimate","0.108824"
"12850","nm7",243,"OMEGA1.1","prse",NA
"12851","nm7",243,"OMEGA1.1","se",NA
"12852","nm7",243,"OMEGA2.1","estimate","0.0948791"
"12853","nm7",243,"OMEGA2.1","prse",NA
"12854","nm7",243,"OMEGA2.1","se",NA
"12855","nm7",243,"OMEGA2.2","estimate","0.109112"
"12856","nm7",243,"OMEGA2.2","prse",NA
"12857","nm7",243,"OMEGA2.2","se",NA
"12858","nm7",243,"OMEGA3.1","estimate","0.00170895"
"12859","nm7",243,"OMEGA3.1","prse",NA
"12860","nm7",243,"OMEGA3.1","se",NA
"12861","nm7",243,"OMEGA3.2","estimate","-0.0311209"
"12862","nm7",243,"OMEGA3.2","prse",NA
"12863","nm7",243,"OMEGA3.2","se",NA
"12864","nm7",243,"OMEGA3.3","estimate","0.0403338"
"12865","nm7",243,"OMEGA3.3","prse",NA
"12866","nm7",243,"OMEGA3.3","se",NA
"12867","nm7",243,"SIGMA1.1","estimate","0.0465193"
"12868","nm7",243,"SIGMA1.1","prse",NA
"12869","nm7",243,"SIGMA1.1","se",NA
"12870","nm7",243,"SIGMA2.1","estimate","0"
"12871","nm7",243,"SIGMA2.1","prse",NA
"12872","nm7",243,"SIGMA2.1","se",NA
"12873","nm7",243,"SIGMA2.2","estimate","0.249328"
"12874","nm7",243,"SIGMA2.2","prse",NA
"12875","nm7",243,"SIGMA2.2","se",NA
"12876","nm7",243,"cov","status","0"
"12877","nm7",243,"prob","text","243 phase1 2 CMT like 1004 but diff. initial on V3"
"12878","nm7",243,"min","status","0"
"12879","nm7",243,"data","filename","../data/243.csv"
"12880","nm7",244,"ofv","minimum","2138.16065526917"
"12881","nm7",244,"THETA1","estimate","9.05409"
"12882","nm7",244,"THETA1","prse",NA
"12883","nm7",244,"THETA1","se",NA
"12884","nm7",244,"THETA2","estimate","23.3814"
"12885","nm7",244,"THETA2","prse",NA
"12886","nm7",244,"THETA2","se",NA
"12887","nm7",244,"THETA3","estimate","0.0683015"
"12888","nm7",244,"THETA3","prse",NA
"12889","nm7",244,"THETA3","se",NA
"12890","nm7",244,"THETA4","estimate","3.57391"
"12891","nm7",244,"THETA4","prse",NA
"12892","nm7",244,"THETA4","se",NA
"12893","nm7",244,"THETA5","estimate","171.718"
"12894","nm7",244,"THETA5","prse",NA
"12895","nm7",244,"THETA5","se",NA
"12896","nm7",244,"THETA6","estimate","0.892022"
"12897","nm7",244,"THETA6","prse",NA
"12898","nm7",244,"THETA6","se",NA
"12899","nm7",244,"THETA7","estimate","1.63933"
"12900","nm7",244,"THETA7","prse",NA
"12901","nm7",244,"THETA7","se",NA
"12902","nm7",244,"OMEGA1.1","estimate","0.162626"
"12903","nm7",244,"OMEGA1.1","prse",NA
"12904","nm7",244,"OMEGA1.1","se",NA
"12905","nm7",244,"OMEGA2.1","estimate","0.107903"
"12906","nm7",244,"OMEGA2.1","prse",NA
"12907","nm7",244,"OMEGA2.1","se",NA
"12908","nm7",244,"OMEGA2.2","estimate","0.0739198"
"12909","nm7",244,"OMEGA2.2","prse",NA
"12910","nm7",244,"OMEGA2.2","se",NA
"12911","nm7",244,"OMEGA3.1","estimate","0.00794105"
"12912","nm7",244,"OMEGA3.1","prse",NA
"12913","nm7",244,"OMEGA3.1","se",NA
"12914","nm7",244,"OMEGA3.2","estimate","-0.0107732"
"12915","nm7",244,"OMEGA3.2","prse",NA
"12916","nm7",244,"OMEGA3.2","se",NA
"12917","nm7",244,"OMEGA3.3","estimate","0.11108"
"12918","nm7",244,"OMEGA3.3","prse",NA
"12919","nm7",244,"OMEGA3.3","se",NA
"12920","nm7",244,"SIGMA1.1","estimate","0.0571959"
"12921","nm7",244,"SIGMA1.1","prse",NA
"12922","nm7",244,"SIGMA1.1","se",NA
"12923","nm7",244,"SIGMA2.1","estimate","0"
"12924","nm7",244,"SIGMA2.1","prse",NA
"12925","nm7",244,"SIGMA2.1","se",NA
"12926","nm7",244,"SIGMA2.2","estimate","0.045426"
"12927","nm7",244,"SIGMA2.2","prse",NA
"12928","nm7",244,"SIGMA2.2","se",NA
"12929","nm7",244,"cov","status","0"
"12930","nm7",244,"prob","text","244 phase1 2 CMT like 1004 but diff. initial on V3"
"12931","nm7",244,"min","status","0"
"12932","nm7",244,"data","filename","../data/244.csv"
"12933","nm7",245,"ofv","minimum","1665.94198294103"
"12934","nm7",245,"THETA1","estimate","9.40174"
"12935","nm7",245,"THETA1","prse",NA
"12936","nm7",245,"THETA1","se",NA
"12937","nm7",245,"THETA2","estimate","25.162"
"12938","nm7",245,"THETA2","prse",NA
"12939","nm7",245,"THETA2","se",NA
"12940","nm7",245,"THETA3","estimate","0.0757992"
"12941","nm7",245,"THETA3","prse",NA
"12942","nm7",245,"THETA3","se",NA
"12943","nm7",245,"THETA4","estimate","3.74682"
"12944","nm7",245,"THETA4","prse",NA
"12945","nm7",245,"THETA4","se",NA
"12946","nm7",245,"THETA5","estimate","105.841"
"12947","nm7",245,"THETA5","prse",NA
"12948","nm7",245,"THETA5","se",NA
"12949","nm7",245,"THETA6","estimate","1.10559"
"12950","nm7",245,"THETA6","prse",NA
"12951","nm7",245,"THETA6","se",NA
"12952","nm7",245,"THETA7","estimate","1.39675"
"12953","nm7",245,"THETA7","prse",NA
"12954","nm7",245,"THETA7","se",NA
"12955","nm7",245,"OMEGA1.1","estimate","0.125265"
"12956","nm7",245,"OMEGA1.1","prse",NA
"12957","nm7",245,"OMEGA1.1","se",NA
"12958","nm7",245,"OMEGA2.1","estimate","0.0849295"
"12959","nm7",245,"OMEGA2.1","prse",NA
"12960","nm7",245,"OMEGA2.1","se",NA
"12961","nm7",245,"OMEGA2.2","estimate","0.0612318"
"12962","nm7",245,"OMEGA2.2","prse",NA
"12963","nm7",245,"OMEGA2.2","se",NA
"12964","nm7",245,"OMEGA3.1","estimate","-0.048675"
"12965","nm7",245,"OMEGA3.1","prse",NA
"12966","nm7",245,"OMEGA3.1","se",NA
"12967","nm7",245,"OMEGA3.2","estimate","-0.0464952"
"12968","nm7",245,"OMEGA3.2","prse",NA
"12969","nm7",245,"OMEGA3.2","se",NA
"12970","nm7",245,"OMEGA3.3","estimate","0.0688111"
"12971","nm7",245,"OMEGA3.3","prse",NA
"12972","nm7",245,"OMEGA3.3","se",NA
"12973","nm7",245,"SIGMA1.1","estimate","0.0523732"
"12974","nm7",245,"SIGMA1.1","prse",NA
"12975","nm7",245,"SIGMA1.1","se",NA
"12976","nm7",245,"SIGMA2.1","estimate","0"
"12977","nm7",245,"SIGMA2.1","prse",NA
"12978","nm7",245,"SIGMA2.1","se",NA
"12979","nm7",245,"SIGMA2.2","estimate","0.215837"
"12980","nm7",245,"SIGMA2.2","prse",NA
"12981","nm7",245,"SIGMA2.2","se",NA
"12982","nm7",245,"cov","status","0"
"12983","nm7",245,"prob","text","245 phase1 2 CMT like 1004 but diff. initial on V3"
"12984","nm7",245,"min","status","0"
"12985","nm7",245,"data","filename","../data/245.csv"
"12986","nm7",246,"ofv","minimum","2713.94525350715"
"12987","nm7",246,"THETA1","estimate","11.3632"
"12988","nm7",246,"THETA1","prse",NA
"12989","nm7",246,"THETA1","se",NA
"12990","nm7",246,"THETA2","estimate","26.4964"
"12991","nm7",246,"THETA2","prse",NA
"12992","nm7",246,"THETA2","se",NA
"12993","nm7",246,"THETA3","estimate","0.0765435"
"12994","nm7",246,"THETA3","prse",NA
"12995","nm7",246,"THETA3","se",NA
"12996","nm7",246,"THETA4","estimate","4.6078"
"12997","nm7",246,"THETA4","prse",NA
"12998","nm7",246,"THETA4","se",NA
"12999","nm7",246,"THETA5","estimate","127.061"
"13000","nm7",246,"THETA5","prse",NA
"13001","nm7",246,"THETA5","se",NA
"13002","nm7",246,"THETA6","estimate","0.707883"
"13003","nm7",246,"THETA6","prse",NA
"13004","nm7",246,"THETA6","se",NA
"13005","nm7",246,"THETA7","estimate","0.919493"
"13006","nm7",246,"THETA7","prse",NA
"13007","nm7",246,"THETA7","se",NA
"13008","nm7",246,"OMEGA1.1","estimate","0.191505"
"13009","nm7",246,"OMEGA1.1","prse",NA
"13010","nm7",246,"OMEGA1.1","se",NA
"13011","nm7",246,"OMEGA2.1","estimate","0.102294"
"13012","nm7",246,"OMEGA2.1","prse",NA
"13013","nm7",246,"OMEGA2.1","se",NA
"13014","nm7",246,"OMEGA2.2","estimate","0.061566"
"13015","nm7",246,"OMEGA2.2","prse",NA
"13016","nm7",246,"OMEGA2.2","se",NA
"13017","nm7",246,"OMEGA3.1","estimate","0.0108946"
"13018","nm7",246,"OMEGA3.1","prse",NA
"13019","nm7",246,"OMEGA3.1","se",NA
"13020","nm7",246,"OMEGA3.2","estimate","-0.0157981"
"13021","nm7",246,"OMEGA3.2","prse",NA
"13022","nm7",246,"OMEGA3.2","se",NA
"13023","nm7",246,"OMEGA3.3","estimate","0.0681099"
"13024","nm7",246,"OMEGA3.3","prse",NA
"13025","nm7",246,"OMEGA3.3","se",NA
"13026","nm7",246,"SIGMA1.1","estimate","0.0482566"
"13027","nm7",246,"SIGMA1.1","prse",NA
"13028","nm7",246,"SIGMA1.1","se",NA
"13029","nm7",246,"SIGMA2.1","estimate","0"
"13030","nm7",246,"SIGMA2.1","prse",NA
"13031","nm7",246,"SIGMA2.1","se",NA
"13032","nm7",246,"SIGMA2.2","estimate","0.155474"
"13033","nm7",246,"SIGMA2.2","prse",NA
"13034","nm7",246,"SIGMA2.2","se",NA
"13035","nm7",246,"cov","status","0"
"13036","nm7",246,"prob","text","246 phase1 2 CMT like 1004 but diff. initial on V3"
"13037","nm7",246,"min","status","0"
"13038","nm7",246,"data","filename","../data/246.csv"
"13039","nm7",247,"ofv","minimum","2578.4061278106"
"13040","nm7",247,"THETA1","estimate","8.10163"
"13041","nm7",247,"THETA1","prse",NA
"13042","nm7",247,"THETA1","se",NA
"13043","nm7",247,"THETA2","estimate","21.0987"
"13044","nm7",247,"THETA2","prse",NA
"13045","nm7",247,"THETA2","se",NA
"13046","nm7",247,"THETA3","estimate","0.0707048"
"13047","nm7",247,"THETA3","prse",NA
"13048","nm7",247,"THETA3","se",NA
"13049","nm7",247,"THETA4","estimate","3.10254"
"13050","nm7",247,"THETA4","prse",NA
"13051","nm7",247,"THETA4","se",NA
"13052","nm7",247,"THETA5","estimate","138.905"
"13053","nm7",247,"THETA5","prse",NA
"13054","nm7",247,"THETA5","se",NA
"13055","nm7",247,"THETA6","estimate","1.16477"
"13056","nm7",247,"THETA6","prse",NA
"13057","nm7",247,"THETA6","se",NA
"13058","nm7",247,"THETA7","estimate","1.41335"
"13059","nm7",247,"THETA7","prse",NA
"13060","nm7",247,"THETA7","se",NA
"13061","nm7",247,"OMEGA1.1","estimate","0.206546"
"13062","nm7",247,"OMEGA1.1","prse",NA
"13063","nm7",247,"OMEGA1.1","se",NA
"13064","nm7",247,"OMEGA2.1","estimate","0.135917"
"13065","nm7",247,"OMEGA2.1","prse",NA
"13066","nm7",247,"OMEGA2.1","se",NA
"13067","nm7",247,"OMEGA2.2","estimate","0.123729"
"13068","nm7",247,"OMEGA2.2","prse",NA
"13069","nm7",247,"OMEGA2.2","se",NA
"13070","nm7",247,"OMEGA3.1","estimate","-0.0422271"
"13071","nm7",247,"OMEGA3.1","prse",NA
"13072","nm7",247,"OMEGA3.1","se",NA
"13073","nm7",247,"OMEGA3.2","estimate","-0.0563502"
"13074","nm7",247,"OMEGA3.2","prse",NA
"13075","nm7",247,"OMEGA3.2","se",NA
"13076","nm7",247,"OMEGA3.3","estimate","0.0553686"
"13077","nm7",247,"OMEGA3.3","prse",NA
"13078","nm7",247,"OMEGA3.3","se",NA
"13079","nm7",247,"SIGMA1.1","estimate","0.0547438"
"13080","nm7",247,"SIGMA1.1","prse",NA
"13081","nm7",247,"SIGMA1.1","se",NA
"13082","nm7",247,"SIGMA2.1","estimate","0"
"13083","nm7",247,"SIGMA2.1","prse",NA
"13084","nm7",247,"SIGMA2.1","se",NA
"13085","nm7",247,"SIGMA2.2","estimate","0.0682568"
"13086","nm7",247,"SIGMA2.2","prse",NA
"13087","nm7",247,"SIGMA2.2","se",NA
"13088","nm7",247,"cov","status","0"
"13089","nm7",247,"prob","text","247 phase1 2 CMT like 1004 but diff. initial on V3"
"13090","nm7",247,"min","status","0"
"13091","nm7",247,"data","filename","../data/247.csv"
"13092","nm7",248,"ofv","minimum","2144.41826455092"
"13093","nm7",248,"THETA1","estimate","10.4009"
"13094","nm7",248,"THETA1","prse",NA
"13095","nm7",248,"THETA1","se",NA
"13096","nm7",248,"THETA2","estimate","22.4129"
"13097","nm7",248,"THETA2","prse",NA
"13098","nm7",248,"THETA2","se",NA
"13099","nm7",248,"THETA3","estimate","0.0697197"
"13100","nm7",248,"THETA3","prse",NA
"13101","nm7",248,"THETA3","se",NA
"13102","nm7",248,"THETA4","estimate","3.39797"
"13103","nm7",248,"THETA4","prse",NA
"13104","nm7",248,"THETA4","se",NA
"13105","nm7",248,"THETA5","estimate","156.796"
"13106","nm7",248,"THETA5","prse",NA
"13107","nm7",248,"THETA5","se",NA
"13108","nm7",248,"THETA6","estimate","0.948637"
"13109","nm7",248,"THETA6","prse",NA
"13110","nm7",248,"THETA6","se",NA
"13111","nm7",248,"THETA7","estimate","1.10941"
"13112","nm7",248,"THETA7","prse",NA
"13113","nm7",248,"THETA7","se",NA
"13114","nm7",248,"OMEGA1.1","estimate","0.218116"
"13115","nm7",248,"OMEGA1.1","prse",NA
"13116","nm7",248,"OMEGA1.1","se",NA
"13117","nm7",248,"OMEGA2.1","estimate","0.133404"
"13118","nm7",248,"OMEGA2.1","prse",NA
"13119","nm7",248,"OMEGA2.1","se",NA
"13120","nm7",248,"OMEGA2.2","estimate","0.109644"
"13121","nm7",248,"OMEGA2.2","prse",NA
"13122","nm7",248,"OMEGA2.2","se",NA
"13123","nm7",248,"OMEGA3.1","estimate","-0.000815716"
"13124","nm7",248,"OMEGA3.1","prse",NA
"13125","nm7",248,"OMEGA3.1","se",NA
"13126","nm7",248,"OMEGA3.2","estimate","-0.0310407"
"13127","nm7",248,"OMEGA3.2","prse",NA
"13128","nm7",248,"OMEGA3.2","se",NA
"13129","nm7",248,"OMEGA3.3","estimate","0.0332654"
"13130","nm7",248,"OMEGA3.3","prse",NA
"13131","nm7",248,"OMEGA3.3","se",NA
"13132","nm7",248,"SIGMA1.1","estimate","0.0468405"
"13133","nm7",248,"SIGMA1.1","prse",NA
"13134","nm7",248,"SIGMA1.1","se",NA
"13135","nm7",248,"SIGMA2.1","estimate","0"
"13136","nm7",248,"SIGMA2.1","prse",NA
"13137","nm7",248,"SIGMA2.1","se",NA
"13138","nm7",248,"SIGMA2.2","estimate","0.150308"
"13139","nm7",248,"SIGMA2.2","prse",NA
"13140","nm7",248,"SIGMA2.2","se",NA
"13141","nm7",248,"cov","status","0"
"13142","nm7",248,"prob","text","248 phase1 2 CMT like 1004 but diff. initial on V3"
"13143","nm7",248,"min","status","0"
"13144","nm7",248,"data","filename","../data/248.csv"
"13145","nm7",249,"ofv","minimum","2459.29440600565"
"13146","nm7",249,"THETA1","estimate","11.0616"
"13147","nm7",249,"THETA1","prse",NA
"13148","nm7",249,"THETA1","se",NA
"13149","nm7",249,"THETA2","estimate","23.1691"
"13150","nm7",249,"THETA2","prse",NA
"13151","nm7",249,"THETA2","se",NA
"13152","nm7",249,"THETA3","estimate","0.0678939"
"13153","nm7",249,"THETA3","prse",NA
"13154","nm7",249,"THETA3","se",NA
"13155","nm7",249,"THETA4","estimate","3.03301"
