"","tool","run","parameter","moment","value"
"4832","nm7",92,"THETA3","prse",NA
"4833","nm7",92,"THETA3","se",NA
"4834","nm7",92,"THETA4","estimate","3.77346"
"4835","nm7",92,"THETA4","prse",NA
"4836","nm7",92,"THETA4","se",NA
"4837","nm7",92,"THETA5","estimate","100.104"
"4838","nm7",92,"THETA5","prse",NA
"4839","nm7",92,"THETA5","se",NA
"4840","nm7",92,"THETA6","estimate","0.839724"
"4841","nm7",92,"THETA6","prse",NA
"4842","nm7",92,"THETA6","se",NA
"4843","nm7",92,"THETA7","estimate","0.961277"
"4844","nm7",92,"THETA7","prse",NA
"4845","nm7",92,"THETA7","se",NA
"4846","nm7",92,"OMEGA1.1","estimate","0.191194"
"4847","nm7",92,"OMEGA1.1","prse",NA
"4848","nm7",92,"OMEGA1.1","se",NA
"4849","nm7",92,"OMEGA2.1","estimate","0.112289"
"4850","nm7",92,"OMEGA2.1","prse",NA
"4851","nm7",92,"OMEGA2.1","se",NA
"4852","nm7",92,"OMEGA2.2","estimate","0.0794379"
"4853","nm7",92,"OMEGA2.2","prse",NA
"4854","nm7",92,"OMEGA2.2","se",NA
"4855","nm7",92,"OMEGA3.1","estimate","-0.00865634"
"4856","nm7",92,"OMEGA3.1","prse",NA
"4857","nm7",92,"OMEGA3.1","se",NA
"4858","nm7",92,"OMEGA3.2","estimate","-0.0379589"
"4859","nm7",92,"OMEGA3.2","prse",NA
"4860","nm7",92,"OMEGA3.2","se",NA
"4861","nm7",92,"OMEGA3.3","estimate","0.0805201"
"4862","nm7",92,"OMEGA3.3","prse",NA
"4863","nm7",92,"OMEGA3.3","se",NA
"4864","nm7",92,"SIGMA1.1","estimate","0.0444725"
"4865","nm7",92,"SIGMA1.1","prse",NA
"4866","nm7",92,"SIGMA1.1","se",NA
"4867","nm7",92,"SIGMA2.1","estimate","0"
"4868","nm7",92,"SIGMA2.1","prse",NA
"4869","nm7",92,"SIGMA2.1","se",NA
"4870","nm7",92,"SIGMA2.2","estimate","0.288842"
"4871","nm7",92,"SIGMA2.2","prse",NA
"4872","nm7",92,"SIGMA2.2","se",NA
"4873","nm7",92,"cov","status","0"
"4874","nm7",92,"prob","text","92 phase1 2 CMT like 1004 but diff. initial on V3"
"4875","nm7",92,"min","status","0"
"4876","nm7",92,"data","filename","../data/92.csv"
"4877","nm7",93,"ofv","minimum","2576.92140940555"
"4878","nm7",93,"THETA1","estimate","9.23092"
"4879","nm7",93,"THETA1","prse",NA
"4880","nm7",93,"THETA1","se",NA
"4881","nm7",93,"THETA2","estimate","21.9835"
"4882","nm7",93,"THETA2","prse",NA
"4883","nm7",93,"THETA2","se",NA
"4884","nm7",93,"THETA3","estimate","0.0698204"
"4885","nm7",93,"THETA3","prse",NA
"4886","nm7",93,"THETA3","se",NA
"4887","nm7",93,"THETA4","estimate","3.36468"
"4888","nm7",93,"THETA4","prse",NA
"4889","nm7",93,"THETA4","se",NA
"4890","nm7",93,"THETA5","estimate","116.727"
"4891","nm7",93,"THETA5","prse",NA
"4892","nm7",93,"THETA5","se",NA
"4893","nm7",93,"THETA6","estimate","0.858264"
"4894","nm7",93,"THETA6","prse",NA
"4895","nm7",93,"THETA6","se",NA
"4896","nm7",93,"THETA7","estimate","1.45889"
"4897","nm7",93,"THETA7","prse",NA
"4898","nm7",93,"THETA7","se",NA
"4899","nm7",93,"OMEGA1.1","estimate","0.177993"
"4900","nm7",93,"OMEGA1.1","prse",NA
"4901","nm7",93,"OMEGA1.1","se",NA
"4902","nm7",93,"OMEGA2.1","estimate","0.119916"
"4903","nm7",93,"OMEGA2.1","prse",NA
"4904","nm7",93,"OMEGA2.1","se",NA
"4905","nm7",93,"OMEGA2.2","estimate","0.113736"
"4906","nm7",93,"OMEGA2.2","prse",NA
"4907","nm7",93,"OMEGA2.2","se",NA
"4908","nm7",93,"OMEGA3.1","estimate","0.00816334"
"4909","nm7",93,"OMEGA3.1","prse",NA
"4910","nm7",93,"OMEGA3.1","se",NA
"4911","nm7",93,"OMEGA3.2","estimate","-0.0371269"
"4912","nm7",93,"OMEGA3.2","prse",NA
"4913","nm7",93,"OMEGA3.2","se",NA
"4914","nm7",93,"OMEGA3.3","estimate","0.0555337"
"4915","nm7",93,"OMEGA3.3","prse",NA
"4916","nm7",93,"OMEGA3.3","se",NA
"4917","nm7",93,"SIGMA1.1","estimate","0.0498078"
"4918","nm7",93,"SIGMA1.1","prse",NA
"4919","nm7",93,"SIGMA1.1","se",NA
"4920","nm7",93,"SIGMA2.1","estimate","0"
"4921","nm7",93,"SIGMA2.1","prse",NA
"4922","nm7",93,"SIGMA2.1","se",NA
"4923","nm7",93,"SIGMA2.2","estimate","0.0705334"
"4924","nm7",93,"SIGMA2.2","prse",NA
"4925","nm7",93,"SIGMA2.2","se",NA
"4926","nm7",93,"cov","status","0"
"4927","nm7",93,"prob","text","93 phase1 2 CMT like 1004 but diff. initial on V3"
"4928","nm7",93,"min","status","0"
"4929","nm7",93,"data","filename","../data/93.csv"
"4930","nm7",94,"ofv","minimum","2108.38811502284"
"4931","nm7",94,"THETA1","estimate","9.35852"
"4932","nm7",94,"THETA1","prse",NA
"4933","nm7",94,"THETA1","se",NA
"4934","nm7",94,"THETA2","estimate","23.0609"
"4935","nm7",94,"THETA2","prse",NA
"4936","nm7",94,"THETA2","se",NA
"4937","nm7",94,"THETA3","estimate","0.0707617"
"4938","nm7",94,"THETA3","prse",NA
"4939","nm7",94,"THETA3","se",NA
"4940","nm7",94,"THETA4","estimate","3.39308"
"4941","nm7",94,"THETA4","prse",NA
"4942","nm7",94,"THETA4","se",NA
"4943","nm7",94,"THETA5","estimate","109.931"
"4944","nm7",94,"THETA5","prse",NA
"4945","nm7",94,"THETA5","se",NA
"4946","nm7",94,"THETA6","estimate","0.966089"
"4947","nm7",94,"THETA6","prse",NA
"4948","nm7",94,"THETA6","se",NA
"4949","nm7",94,"THETA7","estimate","1.50885"
"4950","nm7",94,"THETA7","prse",NA
"4951","nm7",94,"THETA7","se",NA
"4952","nm7",94,"OMEGA1.1","estimate","0.138637"
"4953","nm7",94,"OMEGA1.1","prse",NA
"4954","nm7",94,"OMEGA1.1","se",NA
"4955","nm7",94,"OMEGA2.1","estimate","0.124079"
"4956","nm7",94,"OMEGA2.1","prse",NA
"4957","nm7",94,"OMEGA2.1","se",NA
"4958","nm7",94,"OMEGA2.2","estimate","0.135008"
"4959","nm7",94,"OMEGA2.2","prse",NA
"4960","nm7",94,"OMEGA2.2","se",NA
"4961","nm7",94,"OMEGA3.1","estimate","-0.00896936"
"4962","nm7",94,"OMEGA3.1","prse",NA
"4963","nm7",94,"OMEGA3.1","se",NA
"4964","nm7",94,"OMEGA3.2","estimate","-0.0376234"
"4965","nm7",94,"OMEGA3.2","prse",NA
"4966","nm7",94,"OMEGA3.2","se",NA
"4967","nm7",94,"OMEGA3.3","estimate","0.0371499"
"4968","nm7",94,"OMEGA3.3","prse",NA
"4969","nm7",94,"OMEGA3.3","se",NA
"4970","nm7",94,"SIGMA1.1","estimate","0.044276"
"4971","nm7",94,"SIGMA1.1","prse",NA
"4972","nm7",94,"SIGMA1.1","se",NA
"4973","nm7",94,"SIGMA2.1","estimate","0"
"4974","nm7",94,"SIGMA2.1","prse",NA
"4975","nm7",94,"SIGMA2.1","se",NA
"4976","nm7",94,"SIGMA2.2","estimate","0.242906"
"4977","nm7",94,"SIGMA2.2","prse",NA
"4978","nm7",94,"SIGMA2.2","se",NA
"4979","nm7",94,"cov","status","0"
"4980","nm7",94,"prob","text","94 phase1 2 CMT like 1004 but diff. initial on V3"
"4981","nm7",94,"min","status","0"
"4982","nm7",94,"data","filename","../data/94.csv"
"4983","nm7",95,"ofv","minimum","2808.88686896308"
"4984","nm7",95,"THETA1","estimate","11.0432"
"4985","nm7",95,"THETA1","prse",NA
"4986","nm7",95,"THETA1","se",NA
"4987","nm7",95,"THETA2","estimate","20.2784"
"4988","nm7",95,"THETA2","prse",NA
"4989","nm7",95,"THETA2","se",NA
"4990","nm7",95,"THETA3","estimate","0.0675341"
"4991","nm7",95,"THETA3","prse",NA
"4992","nm7",95,"THETA3","se",NA
"4993","nm7",95,"THETA4","estimate","2.67898"
"4994","nm7",95,"THETA4","prse",NA
"4995","nm7",95,"THETA4","se",NA
"4996","nm7",95,"THETA5","estimate","94.7491"
"4997","nm7",95,"THETA5","prse",NA
"4998","nm7",95,"THETA5","se",NA
"4999","nm7",95,"THETA6","estimate","0.904344"
"5000","nm7",95,"THETA6","prse",NA
"5001","nm7",95,"THETA6","se",NA
"5002","nm7",95,"THETA7","estimate","0.715296"
"5003","nm7",95,"THETA7","prse",NA
"5004","nm7",95,"THETA7","se",NA
"5005","nm7",95,"OMEGA1.1","estimate","0.280975"
"5006","nm7",95,"OMEGA1.1","prse",NA
"5007","nm7",95,"OMEGA1.1","se",NA
"5008","nm7",95,"OMEGA2.1","estimate","0.174149"
"5009","nm7",95,"OMEGA2.1","prse",NA
"5010","nm7",95,"OMEGA2.1","se",NA
"5011","nm7",95,"OMEGA2.2","estimate","0.117209"
"5012","nm7",95,"OMEGA2.2","prse",NA
"5013","nm7",95,"OMEGA2.2","se",NA
"5014","nm7",95,"OMEGA3.1","estimate","0.00603724"
"5015","nm7",95,"OMEGA3.1","prse",NA
"5016","nm7",95,"OMEGA3.1","se",NA
"5017","nm7",95,"OMEGA3.2","estimate","-0.0133605"
"5018","nm7",95,"OMEGA3.2","prse",NA
"5019","nm7",95,"OMEGA3.2","se",NA
"5020","nm7",95,"OMEGA3.3","estimate","0.0316899"
"5021","nm7",95,"OMEGA3.3","prse",NA
"5022","nm7",95,"OMEGA3.3","se",NA
"5023","nm7",95,"SIGMA1.1","estimate","0.0443168"
"5024","nm7",95,"SIGMA1.1","prse",NA
"5025","nm7",95,"SIGMA1.1","se",NA
"5026","nm7",95,"SIGMA2.1","estimate","0"
"5027","nm7",95,"SIGMA2.1","prse",NA
"5028","nm7",95,"SIGMA2.1","se",NA
"5029","nm7",95,"SIGMA2.2","estimate","0.288112"
"5030","nm7",95,"SIGMA2.2","prse",NA
"5031","nm7",95,"SIGMA2.2","se",NA
"5032","nm7",95,"cov","status","0"
"5033","nm7",95,"prob","text","95 phase1 2 CMT like 1004 but diff. initial on V3"
"5034","nm7",95,"min","status","1"
"5035","nm7",95,"data","filename","../data/95.csv"
"5036","nm7",96,"ofv","minimum","2339.78634473477"
"5037","nm7",96,"THETA1","estimate","8.23833"
"5038","nm7",96,"THETA1","prse",NA
"5039","nm7",96,"THETA1","se",NA
"5040","nm7",96,"THETA2","estimate","30.1688"
"5041","nm7",96,"THETA2","prse",NA
"5042","nm7",96,"THETA2","se",NA
"5043","nm7",96,"THETA3","estimate","0.088908"
"5044","nm7",96,"THETA3","prse",NA
"5045","nm7",96,"THETA3","se",NA
"5046","nm7",96,"THETA4","estimate","5.79723"
"5047","nm7",96,"THETA4","prse",NA
"5048","nm7",96,"THETA4","se",NA
"5049","nm7",96,"THETA5","estimate","136.668"
"5050","nm7",96,"THETA5","prse",NA
"5051","nm7",96,"THETA5","se",NA
"5052","nm7",96,"THETA6","estimate","1.14655"
"5053","nm7",96,"THETA6","prse",NA
"5054","nm7",96,"THETA6","se",NA
"5055","nm7",96,"THETA7","estimate","1.75215"
"5056","nm7",96,"THETA7","prse",NA
"5057","nm7",96,"THETA7","se",NA
"5058","nm7",96,"OMEGA1.1","estimate","0.185532"
"5059","nm7",96,"OMEGA1.1","prse",NA
"5060","nm7",96,"OMEGA1.1","se",NA
"5061","nm7",96,"OMEGA2.1","estimate","0.0777343"
"5062","nm7",96,"OMEGA2.1","prse",NA
"5063","nm7",96,"OMEGA2.1","se",NA
"5064","nm7",96,"OMEGA2.2","estimate","0.0581396"
"5065","nm7",96,"OMEGA2.2","prse",NA
"5066","nm7",96,"OMEGA2.2","se",NA
"5067","nm7",96,"OMEGA3.1","estimate","-0.03327"
"5068","nm7",96,"OMEGA3.1","prse",NA
"5069","nm7",96,"OMEGA3.1","se",NA
"5070","nm7",96,"OMEGA3.2","estimate","-0.0433517"
"5071","nm7",96,"OMEGA3.2","prse",NA
"5072","nm7",96,"OMEGA3.2","se",NA
"5073","nm7",96,"OMEGA3.3","estimate","0.039807"
"5074","nm7",96,"OMEGA3.3","prse",NA
"5075","nm7",96,"OMEGA3.3","se",NA
"5076","nm7",96,"SIGMA1.1","estimate","0.0420975"
"5077","nm7",96,"SIGMA1.1","prse",NA
"5078","nm7",96,"SIGMA1.1","se",NA
"5079","nm7",96,"SIGMA2.1","estimate","0"
"5080","nm7",96,"SIGMA2.1","prse",NA
"5081","nm7",96,"SIGMA2.1","se",NA
"5082","nm7",96,"SIGMA2.2","estimate","0.0984698"
"5083","nm7",96,"SIGMA2.2","prse",NA
"5084","nm7",96,"SIGMA2.2","se",NA
"5085","nm7",96,"cov","status","0"
"5086","nm7",96,"prob","text","96 phase1 2 CMT like 1004 but diff. initial on V3"
"5087","nm7",96,"min","status","0"
"5088","nm7",96,"data","filename","../data/96.csv"
"5089","nm7",97,"ofv","minimum","2523.93811195048"
"5090","nm7",97,"THETA1","estimate","8.78181"
"5091","nm7",97,"THETA1","prse",NA
"5092","nm7",97,"THETA1","se",NA
"5093","nm7",97,"THETA2","estimate","19.0557"
"5094","nm7",97,"THETA2","prse",NA
"5095","nm7",97,"THETA2","se",NA
"5096","nm7",97,"THETA3","estimate","0.0733893"
"5097","nm7",97,"THETA3","prse",NA
"5098","nm7",97,"THETA3","se",NA
"5099","nm7",97,"THETA4","estimate","3.05105"
"5100","nm7",97,"THETA4","prse",NA
"5101","nm7",97,"THETA4","se",NA
"5102","nm7",97,"THETA5","estimate","76.523"
"5103","nm7",97,"THETA5","prse",NA
"5104","nm7",97,"THETA5","se",NA
"5105","nm7",97,"THETA6","estimate","1.03496"
"5106","nm7",97,"THETA6","prse",NA
"5107","nm7",97,"THETA6","se",NA
"5108","nm7",97,"THETA7","estimate","1.11383"
"5109","nm7",97,"THETA7","prse",NA
"5110","nm7",97,"THETA7","se",NA
"5111","nm7",97,"OMEGA1.1","estimate","0.203328"
"5112","nm7",97,"OMEGA1.1","prse",NA
"5113","nm7",97,"OMEGA1.1","se",NA
"5114","nm7",97,"OMEGA2.1","estimate","0.121953"
"5115","nm7",97,"OMEGA2.1","prse",NA
"5116","nm7",97,"OMEGA2.1","se",NA
"5117","nm7",97,"OMEGA2.2","estimate","0.0931616"
"5118","nm7",97,"OMEGA2.2","prse",NA
"5119","nm7",97,"OMEGA2.2","se",NA
"5120","nm7",97,"OMEGA3.1","estimate","0.00542045"
"5121","nm7",97,"OMEGA3.1","prse",NA
"5122","nm7",97,"OMEGA3.1","se",NA
"5123","nm7",97,"OMEGA3.2","estimate","-0.0129371"
"5124","nm7",97,"OMEGA3.2","prse",NA
"5125","nm7",97,"OMEGA3.2","se",NA
"5126","nm7",97,"OMEGA3.3","estimate","0.0620334"
"5127","nm7",97,"OMEGA3.3","prse",NA
"5128","nm7",97,"OMEGA3.3","se",NA
"5129","nm7",97,"SIGMA1.1","estimate","0.0491301"
"5130","nm7",97,"SIGMA1.1","prse",NA
"5131","nm7",97,"SIGMA1.1","se",NA
"5132","nm7",97,"SIGMA2.1","estimate","0"
"5133","nm7",97,"SIGMA2.1","prse",NA
"5134","nm7",97,"SIGMA2.1","se",NA
"5135","nm7",97,"SIGMA2.2","estimate","0.132772"
"5136","nm7",97,"SIGMA2.2","prse",NA
"5137","nm7",97,"SIGMA2.2","se",NA
"5138","nm7",97,"cov","status","0"
"5139","nm7",97,"prob","text","97 phase1 2 CMT like 1004 but diff. initial on V3"
"5140","nm7",97,"min","status","0"
"5141","nm7",97,"data","filename","../data/97.csv"
"5142","nm7",98,"ofv","minimum","2378.88523173171"
"5143","nm7",98,"THETA1","estimate","10.1319"
"5144","nm7",98,"THETA1","prse",NA
"5145","nm7",98,"THETA1","se",NA
"5146","nm7",98,"THETA2","estimate","23.7027"
"5147","nm7",98,"THETA2","prse",NA
"5148","nm7",98,"THETA2","se",NA
"5149","nm7",98,"THETA3","estimate","0.0701394"
"5150","nm7",98,"THETA3","prse",NA
"5151","nm7",98,"THETA3","se",NA
"5152","nm7",98,"THETA4","estimate","3.73594"
"5153","nm7",98,"THETA4","prse",NA
"5154","nm7",98,"THETA4","se",NA
"5155","nm7",98,"THETA5","estimate","110.807"
"5156","nm7",98,"THETA5","prse",NA
"5157","nm7",98,"THETA5","se",NA
"5158","nm7",98,"THETA6","estimate","0.936073"
"5159","nm7",98,"THETA6","prse",NA
"5160","nm7",98,"THETA6","se",NA
"5161","nm7",98,"THETA7","estimate","0.364861"
"5162","nm7",98,"THETA7","prse",NA
"5163","nm7",98,"THETA7","se",NA
"5164","nm7",98,"OMEGA1.1","estimate","0.258322"
"5165","nm7",98,"OMEGA1.1","prse",NA
"5166","nm7",98,"OMEGA1.1","se",NA
"5167","nm7",98,"OMEGA2.1","estimate","0.101135"
"5168","nm7",98,"OMEGA2.1","prse",NA
"5169","nm7",98,"OMEGA2.1","se",NA
"5170","nm7",98,"OMEGA2.2","estimate","0.0457845"
"5171","nm7",98,"OMEGA2.2","prse",NA
"5172","nm7",98,"OMEGA2.2","se",NA
"5173","nm7",98,"OMEGA3.1","estimate","-0.0191816"
"5174","nm7",98,"OMEGA3.1","prse",NA
"5175","nm7",98,"OMEGA3.1","se",NA
"5176","nm7",98,"OMEGA3.2","estimate","-0.033636"
"5177","nm7",98,"OMEGA3.2","prse",NA
"5178","nm7",98,"OMEGA3.2","se",NA
"5179","nm7",98,"OMEGA3.3","estimate","0.111718"
"5180","nm7",98,"OMEGA3.3","prse",NA
"5181","nm7",98,"OMEGA3.3","se",NA
"5182","nm7",98,"SIGMA1.1","estimate","0.0513339"
"5183","nm7",98,"SIGMA1.1","prse",NA
"5184","nm7",98,"SIGMA1.1","se",NA
"5185","nm7",98,"SIGMA2.1","estimate","0"
"5186","nm7",98,"SIGMA2.1","prse",NA
"5187","nm7",98,"SIGMA2.1","se",NA
"5188","nm7",98,"SIGMA2.2","estimate","0.0372098"
"5189","nm7",98,"SIGMA2.2","prse",NA
"5190","nm7",98,"SIGMA2.2","se",NA
"5191","nm7",98,"cov","status","0"
"5192","nm7",98,"prob","text","98 phase1 2 CMT like 1004 but diff. initial on V3"
"5193","nm7",98,"min","status","0"
"5194","nm7",98,"data","filename","../data/98.csv"
"5195","nm7",99,"ofv","minimum","2311.60174606504"
"5196","nm7",99,"THETA1","estimate","6.64711"
"5197","nm7",99,"THETA1","prse",NA
"5198","nm7",99,"THETA1","se",NA
"5199","nm7",99,"THETA2","estimate","19.9615"
"5200","nm7",99,"THETA2","prse",NA
"5201","nm7",99,"THETA2","se",NA
"5202","nm7",99,"THETA3","estimate","0.0578964"
"5203","nm7",99,"THETA3","prse",NA
"5204","nm7",99,"THETA3","se",NA
"5205","nm7",99,"THETA4","estimate","4.60987"
"5206","nm7",99,"THETA4","prse",NA
"5207","nm7",99,"THETA4","se",NA
"5208","nm7",99,"THETA5","estimate","772.792"
"5209","nm7",99,"THETA5","prse",NA
"5210","nm7",99,"THETA5","se",NA
"5211","nm7",99,"THETA6","estimate","1.23426"
"5212","nm7",99,"THETA6","prse",NA
"5213","nm7",99,"THETA6","se",NA
"5214","nm7",99,"THETA7","estimate","1.33577"
"5215","nm7",99,"THETA7","prse",NA
"5216","nm7",99,"THETA7","se",NA
"5217","nm7",99,"OMEGA1.1","estimate","0.700945"
"5218","nm7",99,"OMEGA1.1","prse",NA
"5219","nm7",99,"OMEGA1.1","se",NA
"5220","nm7",99,"OMEGA2.1","estimate","0.305688"
"5221","nm7",99,"OMEGA2.1","prse",NA
"5222","nm7",99,"OMEGA2.1","se",NA
"5223","nm7",99,"OMEGA2.2","estimate","0.173714"
"5224","nm7",99,"OMEGA2.2","prse",NA
"5225","nm7",99,"OMEGA2.2","se",NA
"5226","nm7",99,"OMEGA3.1","estimate","0.0807639"
"5227","nm7",99,"OMEGA3.1","prse",NA
"5228","nm7",99,"OMEGA3.1","se",NA
"5229","nm7",99,"OMEGA3.2","estimate","0.00314576"
"5230","nm7",99,"OMEGA3.2","prse",NA
"5231","nm7",99,"OMEGA3.2","se",NA
"5232","nm7",99,"OMEGA3.3","estimate","0.0347871"
"5233","nm7",99,"OMEGA3.3","prse",NA
"5234","nm7",99,"OMEGA3.3","se",NA
"5235","nm7",99,"SIGMA1.1","estimate","0.0479451"
"5236","nm7",99,"SIGMA1.1","prse",NA
"5237","nm7",99,"SIGMA1.1","se",NA
"5238","nm7",99,"SIGMA2.1","estimate","0"
"5239","nm7",99,"SIGMA2.1","prse",NA
"5240","nm7",99,"SIGMA2.1","se",NA
"5241","nm7",99,"SIGMA2.2","estimate","0.301201"
"5242","nm7",99,"SIGMA2.2","prse",NA
"5243","nm7",99,"SIGMA2.2","se",NA
"5244","nm7",99,"cov","status","0"
"5245","nm7",99,"prob","text","99 phase1 2 CMT like 1004 but diff. initial on V3"
"5246","nm7",99,"min","status","0"
"5247","nm7",99,"data","filename","../data/99.csv"
"5248","nm7",100,"ofv","minimum","2324.79402094817"
"5249","nm7",100,"THETA1","estimate","10.676"
"5250","nm7",100,"THETA1","prse",NA
"5251","nm7",100,"THETA1","se",NA
"5252","nm7",100,"THETA2","estimate","25.9558"
"5253","nm7",100,"THETA2","prse",NA
"5254","nm7",100,"THETA2","se",NA
"5255","nm7",100,"THETA3","estimate","0.0723035"
"5256","nm7",100,"THETA3","prse",NA
"5257","nm7",100,"THETA3","se",NA
"5258","nm7",100,"THETA4","estimate","4.13765"
"5259","nm7",100,"THETA4","prse",NA
"5260","nm7",100,"THETA4","se",NA
"5261","nm7",100,"THETA5","estimate","142.366"
"5262","nm7",100,"THETA5","prse",NA
"5263","nm7",100,"THETA5","se",NA
"5264","nm7",100,"THETA6","estimate","0.982659"
"5265","nm7",100,"THETA6","prse",NA
"5266","nm7",100,"THETA6","se",NA
"5267","nm7",100,"THETA7","estimate","0.979922"
"5268","nm7",100,"THETA7","prse",NA
"5269","nm7",100,"THETA7","se",NA
"5270","nm7",100,"OMEGA1.1","estimate","0.334006"
"5271","nm7",100,"OMEGA1.1","prse",NA
"5272","nm7",100,"OMEGA1.1","se",NA
"5273","nm7",100,"OMEGA2.1","estimate","0.154303"
"5274","nm7",100,"OMEGA2.1","prse",NA
"5275","nm7",100,"OMEGA2.1","se",NA
"5276","nm7",100,"OMEGA2.2","estimate","0.0868211"
"5277","nm7",100,"OMEGA2.2","prse",NA
"5278","nm7",100,"OMEGA2.2","se",NA
"5279","nm7",100,"OMEGA3.1","estimate","-0.0151509"
"5280","nm7",100,"OMEGA3.1","prse",NA
"5281","nm7",100,"OMEGA3.1","se",NA
"5282","nm7",100,"OMEGA3.2","estimate","-0.0175936"
"5283","nm7",100,"OMEGA3.2","prse",NA
"5284","nm7",100,"OMEGA3.2","se",NA
"5285","nm7",100,"OMEGA3.3","estimate","0.0638482"
"5286","nm7",100,"OMEGA3.3","prse",NA
"5287","nm7",100,"OMEGA3.3","se",NA
"5288","nm7",100,"SIGMA1.1","estimate","0.0458195"
"5289","nm7",100,"SIGMA1.1","prse",NA
"5290","nm7",100,"SIGMA1.1","se",NA
"5291","nm7",100,"SIGMA2.1","estimate","0"
"5292","nm7",100,"SIGMA2.1","prse",NA
"5293","nm7",100,"SIGMA2.1","se",NA
"5294","nm7",100,"SIGMA2.2","estimate","0.185298"
"5295","nm7",100,"SIGMA2.2","prse",NA
"5296","nm7",100,"SIGMA2.2","se",NA
"5297","nm7",100,"cov","status","0"
"5298","nm7",100,"prob","text","100 phase1 2 CMT like 1004 but diff. initial on V3"
"5299","nm7",100,"min","status","0"
"5300","nm7",100,"data","filename","../data/100.csv"
"5301","nm7",101,"ofv","minimum","2413.71164640404"
"5302","nm7",101,"THETA1","estimate","5.02393"
"5303","nm7",101,"THETA1","prse",NA
"5304","nm7",101,"THETA1","se",NA
"5305","nm7",101,"THETA2","estimate","18.8859"
"5306","nm7",101,"THETA2","prse",NA
"5307","nm7",101,"THETA2","se",NA
"5308","nm7",101,"THETA3","estimate","0.0586079"
"5309","nm7",101,"THETA3","prse",NA
"5310","nm7",101,"THETA3","se",NA
"5311","nm7",101,"THETA4","estimate","5.06551"
"5312","nm7",101,"THETA4","prse",NA
"5313","nm7",101,"THETA4","se",NA
"5314","nm7",101,"THETA5","estimate","991"
"5315","nm7",101,"THETA5","prse",NA
"5316","nm7",101,"THETA5","se",NA
"5317","nm7",101,"THETA6","estimate","1.22222"
"5318","nm7",101,"THETA6","prse",NA
"5319","nm7",101,"THETA6","se",NA
"5320","nm7",101,"THETA7","estimate","1.97823"
"5321","nm7",101,"THETA7","prse",NA
"5322","nm7",101,"THETA7","se",NA
"5323","nm7",101,"OMEGA1.1","estimate","0.57503"
"5324","nm7",101,"OMEGA1.1","prse",NA
"5325","nm7",101,"OMEGA1.1","se",NA
"5326","nm7",101,"OMEGA2.1","estimate","0.248084"
"5327","nm7",101,"OMEGA2.1","prse",NA
"5328","nm7",101,"OMEGA2.1","se",NA
"5329","nm7",101,"OMEGA2.2","estimate","0.12342"
"5330","nm7",101,"OMEGA2.2","prse",NA
"5331","nm7",101,"OMEGA2.2","se",NA
"5332","nm7",101,"OMEGA3.1","estimate","0.0131583"
"5333","nm7",101,"OMEGA3.1","prse",NA
"5334","nm7",101,"OMEGA3.1","se",NA
"5335","nm7",101,"OMEGA3.2","estimate","-0.021273"
"5336","nm7",101,"OMEGA3.2","prse",NA
"5337","nm7",101,"OMEGA3.2","se",NA
"5338","nm7",101,"OMEGA3.3","estimate","0.044625"
"5339","nm7",101,"OMEGA3.3","prse",NA
"5340","nm7",101,"OMEGA3.3","se",NA
"5341","nm7",101,"SIGMA1.1","estimate","0.0612008"
"5342","nm7",101,"SIGMA1.1","prse",NA
"5343","nm7",101,"SIGMA1.1","se",NA
"5344","nm7",101,"SIGMA2.1","estimate","0"
"5345","nm7",101,"SIGMA2.1","prse",NA
"5346","nm7",101,"SIGMA2.1","se",NA
"5347","nm7",101,"SIGMA2.2","estimate","0.0402114"
"5348","nm7",101,"SIGMA2.2","prse",NA
"5349","nm7",101,"SIGMA2.2","se",NA
"5350","nm7",101,"cov","status","0"
"5351","nm7",101,"prob","text","101 phase1 2 CMT like 1004 but diff. initial on V3"
"5352","nm7",101,"min","status","0"
"5353","nm7",101,"data","filename","../data/101.csv"
"5354","nm7",102,"ofv","minimum","1930.67867699548"
"5355","nm7",102,"THETA1","estimate","7.69908"
"5356","nm7",102,"THETA1","prse",NA
"5357","nm7",102,"THETA1","se",NA
"5358","nm7",102,"THETA2","estimate","21.6783"
"5359","nm7",102,"THETA2","prse",NA
"5360","nm7",102,"THETA2","se",NA
"5361","nm7",102,"THETA3","estimate","0.0760427"
"5362","nm7",102,"THETA3","prse",NA
"5363","nm7",102,"THETA3","se",NA
"5364","nm7",102,"THETA4","estimate","4.06577"
"5365","nm7",102,"THETA4","prse",NA
"5366","nm7",102,"THETA4","se",NA
"5367","nm7",102,"THETA5","estimate","117.129"
"5368","nm7",102,"THETA5","prse",NA
"5369","nm7",102,"THETA5","se",NA
"5370","nm7",102,"THETA6","estimate","1.10193"
"5371","nm7",102,"THETA6","prse",NA
"5372","nm7",102,"THETA6","se",NA
"5373","nm7",102,"THETA7","estimate","1.31762"
"5374","nm7",102,"THETA7","prse",NA
"5375","nm7",102,"THETA7","se",NA
"5376","nm7",102,"OMEGA1.1","estimate","0.205971"
"5377","nm7",102,"OMEGA1.1","prse",NA
"5378","nm7",102,"OMEGA1.1","se",NA
"5379","nm7",102,"OMEGA2.1","estimate","0.0967497"
"5380","nm7",102,"OMEGA2.1","prse",NA
"5381","nm7",102,"OMEGA2.1","se",NA
